average_provision,average_provision_min,average_provision_max,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_delay_min,average_delay_max,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage
501939,491900.22,511977.78,-1387559,12330735.33,558431561.3,117216,117216,115.7670316,115.1881964,116.3458668,3.39417579,0.964487792,1763868.667,1828814,64729.33333,0,0,0,0,0.500190148,0,0.379589418
486611.3333,476879.1066,496343.56,-1402886.667,12330735.33,556253316.3,88730.66667,88730.66667,100.5794188,100.0765217,101.0823159,3.014485469,0.644523599,1178727,1828814,25830.66667,624185.6667,291058.3333,280639.3333,10413.33333,0.507260893,0,0.37941616
484814.3333,475118.0466,494510.62,-1404683.667,12330735.33,555657728.7,85255,85255,90.83293884,90.37877415,91.28710353,2.770823471,0.519067923,949289.3333,1828814,21186.33333,858283.6667,397431.3333,385844.3333,11582,0.507178904,0,0.38016618
484130.6667,474448.0534,493813.28,-1405367.333,12330735.33,555544122.3,84176.66667,84176.66667,87.33530374,86.89862722,87.77198026,2.683382593,0.474547507,867863,1828814,19956.33333,940942.3333,434538,422800,11733.66667,0.507815473,0,0.385498165
483969,474289.62,493648.38,-1405529,12330735.33,555536451.7,83912.66667,83912.66667,86.4574891,86.02520165,86.88977655,2.661437228,0.463441377,847548,1828814,19715.33333,961497.3333,443723,432007.6667,11710.66667,0.509195132,0,0.38156865
484208.6667,474524.4934,493892.84,-1405289.333,12330735.33,555538965,83821.66667,83821.66667,86.35130635,85.91954982,86.78306288,2.658782659,0.462865595,846494.6667,1828814,19585,962682.3333,444232,432477.3333,11750,0.50901715,0,0.380449868
484151.6667,474468.6334,493834.7,-1405346.333,12330735.33,555536436.7,83809.33333,83809.33333,86.32838883,85.89674689,86.76003077,2.658209721,0.462382157,845610.3333,1828814,19624.66667,963529,444581,432878,11698,0.510365892,0,0.380356899
484134.3333,474451.6466,493817.02,-1405363.667,12330735.33,555537349.3,83792,83792,86.34006019,85.90835989,86.77176049,2.658501505,0.462417351,845674.6667,1828814,19623,963466.6667,444568.3333,432880.6667,11682.33333,0.508519348,0,0.3803681
484153,474469.94,493836.06,-1405345,12330735.33,555540509,83840.33333,83840.33333,86.33420286,85.90253185,86.76587387,2.658355071,0.462407332,845656.3333,1828814,19663,963442,444567.3333,432871.3333,11690.66667,0.508060237,0,0.3801148
