threshold,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
"(0, 0)",319165.8,-135934.6,10212903.8,142029965.2,8864775.6,1013808.8,608.4476738,28.79891701,0,0,0,0,0,0,0,0,0.877805461,0,0.047555989,319165.8,318795.9137,319535.2863,369.6862893,608.4476738,607.6015342,609.2938133,0.846139583
"(10, 0)",319050.2,-136050.2,10212903.8,141931704.2,8837567.6,1011092,606.7678207,28.71300794,0.997387372,4488.4,4500,11.6,0,0,0,0,0.877616668,0,0.047525944,319050.2,318799.6894,319300.7106,250.5105836,606.7678207,606.1296884,607.405953,0.638132334
"(20, 0)",290241,-164859.4,10212903.8,118204415.6,492346.4,490458.2,88.29083164,2.707270791,0.855278449,782588,915008.6,132363.4,0,0,0,0,0.863379408,0,0.040228254,290241.6,289450.6219,291032.5781,790.9781267,88.29083164,88.06392996,88.51773331,0.226901673
