threshold,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
"(200, 0)",320871.2,-134229.2,10212903.8,740928906,535982.8,73917.4,85.08858194,2.627214548,0.926102036,866854,936025.4,67874,0,0,0,0,0.901052162,0,0.236184553,320871.2,320347.2699,321395.1301,523.9301234,85.08858194,84.85699683,85.32016704,0.231585108
"(200, 100)",318191.4,-136909,10212903.8,723651952.2,346797.2,29010.8,64.09037715,2.102259429,0.481069385,450293.8,936025.4,19618.4,465443,218055.8,214694.8,3349,0.89150993,0,0.23076567,318191.4,317395.8008,318986.9992,795.5991785,64.09037715,62.94504489,65.23570942,1.145332264
"(200, 200)",311141.8,-143958.6,10212903.8,722558385.6,325548.6,26702,61.06673364,2.026648341,0.440582128,412396.4,936025.4,16836,506347.6,238136.6,234294,3822.6,0.894170687,0,0.230422507,311141.8,310069.4256,312214.1744,1072.374369,61.06673364,60.61313959,61.52032769,0.453594051
