threshold,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
"(20, 0)",290241,-164859.4,10212903.8,118204415.6,492346.4,490458.2,88.29083164,2.707270791,0.855278449,782588,915008.6,132363.4,0,0,0,0,0.863379408,0,0.040228254,290241.6,289450.6219,291032.5781,790.9781267,88.29083164,88.06392996,88.51773331,0.226901673
"(20, 10)",279175.2,-175925.2,10212903.8,117834972.4,319294.6,451156,66.45555691,2.161388923,0.458940715,419934.6,915008.6,70176.2,424886.4,201421.4,178535.2,22885,0.85972341,0,0.040124436,279175.2,278684.3561,279666.0439,490.8439018,66.45555691,66.2916743,66.61943952,0.163882607
"(20, 20)",279242.8,-175857.6,10212903.8,117802291.2,314084.4,450706.8,65.6939832,2.14233958,0.448126932,410040.4,915008.6,68775.4,436171.8,207125,183286.8,23836.6,0.861181576,0,0.0401143,279242.8,278711.4534,279774.1466,531.3465597,65.6939832,65.55206836,65.83589804,0.141914837
