threshold_1,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
0,342059,-35999.33333,12330735.33,1020710049,7913376.667,3969720.667,541.9239198,24.1675889,0,0,0,0,0,0,0,0,0.972252663,0,0.157832799,342059,341118.144,342999.856,940.8559765,541.9239198,541.3459084,542.5019313,0.57801144
20,341731.6667,-36326.66667,12330735.33,1015959417,7785499,3947323,534.7158651,23.79577151,0.984624194,34256.66667,34768.66667,511.6666667,0,0,0,0,0.971691033,0,0.15710761,341731.6667,340489.7949,342973.5384,1241.871776,534.7158651,533.5405548,535.8911755,1.175310353
40,340884,-37174.33333,12330735.33,990523290.7,7417200,3844593.333,514.6875866,22.76227676,0.938731097,135413.3333,143903.3333,8486.333333,0,0,0,0,0.970210002,0,0.153222119,340884,338767.6748,343000.3252,2116.325174,514.6875866,508.1590529,521.2161203,6.528533718
60,339474.3333,-38584,12330735.33,942481467.7,6691723.667,3637448.667,474.9467268,20.71799576,0.924246669,321891.6667,347803.3333,25893,0,0,0,0,0.967895624,0,0.145885512,339474.3333,337513.351,341435.3157,1960.982325,474.9467268,458.4505051,491.4429485,16.4962217
80,336641,-41417.33333,12330735.33,888430290.3,5563993.333,3364344.667,413.0430319,17.55193233,0.914904865,588119,642568.6667,54412.66667,0,0,0,0,0.964653759,0,0.137637341,336641,335706.5321,337575.4679,934.4678915,413.0430319,401.0165516,425.0695121,12.02648028
85,335212.3333,-42846,12330735.33,870580290.7,5174089.333,3293669.667,391.7971901,16.46616368,0.912315334,667032,730809.3333,63723.66667,0,0,0,0,0.962850681,0,0.134910451,335212.3333,333683.0999,336741.5668,1529.233437,391.7971901,363.1814149,420.4129653,28.61577516
90,334945.6667,-43112.66667,12330735.33,831125774.7,4518794.667,3154257,353.7958242,14.52353858,0.915970153,816478.3333,891335.6667,74769.33333,0,0,0,0,0.962762355,0,0.128880527,334945.6667,332553.5904,337337.7429,2392.076278,353.7958242,336.0883928,371.5032555,17.70743133
95,334624,-43434.33333,12330735.33,772472797.3,3579983.667,2966775.333,297.0975941,11.6720793,0.913561656,1009320.667,1104834.333,94958,0,0,0,0,0.961872253,0,0.119913427,334624,333357.2043,335890.8957,1266.795697,297.0975941,293.7473224,300.4478658,3.350271708
100,334259.3333,-43799,12330735.33,580969692,1019424.667,519248,139.761695,3.994025709,0.743752629,1360184,1828814,466761.3333,0,0,0,0,0.961371396,0,0.090917172,334259.3333,332511.7914,336006.9419,1747.54191,139.761695,137.8454186,141.6779714,1.916276379
