src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
5,8,4956.0,4247.0,709.0,0.8569410815173527,98984.0,23.30680480339063,9898400.0,2330.680480339063
5,9,4995.0,4589.0,406.0,0.9187187187187187,65947.0,14.370668991065592,6594700.0,1437.0668991065593
5,10,4969.0,4081.0,888.0,0.8212920104648823,130571.0,31.99485420240137,13057100.0,3199.485420240137
5,11,4965.0,3954.0,1011.0,0.7963746223564955,97912.0,24.76277187658068,9791200.0,2476.2771876580678
5,12,5062.0,3870.0,1192.0,0.76451995258791,91210.0,23.56847545219638,9121000.0,2356.847545219638
5,13,5042.0,3676.0,1366.0,0.7290757635858787,92335.0,25.118335146898804,9233500.0,2511.8335146898803
6,7,4991.0,3913.0,1078.0,0.7840112201963534,37443.0,9.568872987477638,3744300.0,956.8872987477639
6,8,5065.0,2052.0,3013.0,0.40513326752221124,55005.0,26.805555555555557,5500500.0,2680.5555555555557
6,9,5162.0,1724.0,3438.0,0.33397907787679193,60832.0,35.28538283062645,6083200.0,3528.538283062645
6,10,4905.0,1524.0,3381.0,0.3107033639143731,55324.0,36.30183727034121,5532400.0,3630.1837270341207
6,11,4956.0,1276.0,3680.0,0.25746569814366427,43580.0,34.15360501567398,4358000.0,3415.360501567398
6,12,5072.0,1096.0,3976.0,0.21608832807570977,39960.0,36.45985401459854,3996000.0,3645.985401459854
6,13,4951.0,899.0,4052.0,0.1815794788931529,33246.0,36.98109010011123,3324600.0,3698.1090100111232
7,8,5046.0,1484.0,3562.0,0.2940943321442727,29802.0,20.0822102425876,2980200.0,2008.22102425876
7,9,5051.0,1122.0,3929.0,0.22213423084537715,36311.0,32.36274509803921,3631100.0,3236.274509803922
7,10,5035.0,1088.0,3947.0,0.2160873882820258,32593.0,29.956801470588236,3259300.0,2995.6801470588234
7,11,4973.0,897.0,4076.0,0.18037401970641465,22994.0,25.63433667781494,2299400.0,2563.433667781494
7,12,5041.0,753.0,4288.0,0.14937512398333663,20183.0,26.803452855245684,2018300.0,2680.345285524568
7,13,4952.0,613.0,4339.0,0.12378836833602584,15870.0,25.889070146818923,1587000.0,2588.907014681892
8,9,5025.0,3869.0,1156.0,0.7699502487562189,50723.0,13.110105970535022,5072300.0,1311.0105970535021
8,10,5074.0,5073.0,1.0,0.9998029168309026,65949.0,13.0,6594900.0,1300.0
8,11,4996.0,4996.0,0.0,1.0,24980.0,5.0,2498000.0,500.0
8,12,4986.0,4985.0,1.0,0.9997994384275972,39880.0,8.0,3988000.0,800.0
8,13,4994.0,4993.0,1.0,0.999799759711654,24965.0,5.0,2496500.0,500.0
9,10,5000.0,3693.0,1307.0,0.7386,94006.0,25.4551854860547,9400600.0,2545.5185486054697
9,11,4987.0,3532.0,1455.0,0.7082414277120513,63582.0,18.001698754246885,6358200.0,1800.1698754246886
9,12,5002.0,3337.0,1665.0,0.6671331467413035,68184.0,20.432724003596043,6818400.0,2043.2724003596045
9,13,5057.0,3157.0,1900.0,0.6242831718410125,60470.0,19.15426037377257,6047000.0,1915.426037377257
10,11,5030.0,5028.0,2.0,0.9996023856858847,40224.0,8.0,4022400.0,800.0
10,12,5001.0,4997.0,4.0,0.9992001599680064,54967.0,11.0,5496700.0,1100.0
10,13,4983.0,4981.0,2.0,0.9995986353602248,39848.0,8.0,3984800.0,800.0
11,12,5050.0,5049.0,1.0,0.9998019801980198,15147.0,3.0,1514700.0,300.0
11,13,4971.0,4969.0,2.0,0.9995976664654999,29850.0,6.007244918494667,2985000.0,600.7244918494667
12,13,4997.0,4993.0,4.0,0.9991995197118271,15005.0,3.0052072902062887,1500500.0,300.5207290206289
