src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,5024.0,5022.0,2.0,0.9996019108280255,55242.0,11.0,5524200.0,1100.0
0,2,4929.0,4929.0,0.0,1.0,78865.0,16.000202880908905,7886500.0,1600.0202880908907
0,3,5028.0,5021.0,7.0,0.9986077963404932,133020.0,26.49273053176658,13302000.0,2649.273053176658
0,4,5064.0,5048.0,16.0,0.9968404423380727,166769.0,33.03664817749604,16676900.0,3303.664817749604
0,5,5036.0,5011.0,25.0,0.9950357426528992,190864.0,38.08900419078029,19086400.0,3808.9004190780283
0,6,5024.0,4981.0,43.0,0.9914410828025477,187181.0,37.5790002007629,18718100.0,3757.90002007629
0,7,5064.0,5003.0,61.0,0.9879541864139021,163629.0,32.70617629422347,16362900.0,3270.6176294223465
0,8,4946.0,4880.0,66.0,0.9866558835422564,211867.0,43.41536885245902,21186700.0,4341.536885245901
0,9,4897.0,4791.0,106.0,0.9783540943434756,231369.0,48.29242329367564,23136900.0,4829.242329367564
0,10,4951.0,4829.0,122.0,0.9753585134316299,239502.0,49.596603851729135,23950200.0,4959.660385172913
0,11,4955.0,4765.0,190.0,0.9616548940464178,227695.0,47.78488982161595,22769500.0,4778.488982161595
0,12,5030.0,4772.0,258.0,0.9487077534791253,242725.0,50.86441743503772,24272500.0,5086.441743503772
0,13,4979.0,4664.0,315.0,0.9367342839927696,234825.0,50.348413379073754,23482500.0,5034.841337907375
1,2,5016.0,5015.0,1.0,0.9998006379585327,30090.0,6.0,3009000.0,600.0
1,3,5027.0,4659.0,368.0,0.926795305351104,106072.0,22.76711740716892,10607200.0,2276.711740716892
1,4,4971.0,4547.0,424.0,0.9147052906859787,132424.0,29.123378051462502,13242400.0,2912.33780514625
1,5,5069.0,4514.0,555.0,0.8905109489051095,142909.0,31.659060700044307,14290900.0,3165.9060700044306
1,6,4896.0,4262.0,634.0,0.8705065359477124,163258.0,38.30549038010324,16325800.0,3830.549038010324
1,7,5014.0,4377.0,637.0,0.8729557239728759,175652.0,40.130683116289696,17565200.0,4013.0683116289697
1,8,4994.0,4129.0,865.0,0.8267921505806969,198715.0,48.12666505207072,19871500.0,4812.666505207072
1,9,5091.0,4077.0,1014.0,0.8008249852681202,179728.0,44.08339465293108,17972800.0,4408.339465293107
1,10,4939.0,3810.0,1129.0,0.7714112168455153,184216.0,48.350656167979004,18421600.0,4835.0656167979005
1,11,5066.0,3758.0,1308.0,0.7418081326490328,187013.0,49.76397019691325,18701300.0,4976.397019691325
1,12,5005.0,3542.0,1463.0,0.7076923076923077,178867.0,50.49887069452287,17886700.0,5049.887069452287
1,13,4947.0,3321.0,1626.0,0.6713159490600363,168977.0,50.88136103583258,16897700.0,5088.136103583258
2,3,4955.0,3400.0,1555.0,0.686175580221998,120130.0,35.332352941176474,12013000.0,3533.235294117647
2,4,5044.0,3152.0,1892.0,0.6249008723235527,122942.0,39.004441624365484,12294200.0,3900.444162436548
2,5,5052.0,3003.0,2049.0,0.5944180522565321,105947.0,35.28038628038628,10594700.0,3528.038628038628
2,6,4950.0,2890.0,2060.0,0.5838383838383838,129487.0,44.805190311418684,12948700.0,4480.519031141868
2,7,4995.0,2831.0,2164.0,0.5667667667667667,126508.0,44.68668315083009,12650800.0,4468.6683150830095
2,8,5030.0,2488.0,2542.0,0.49463220675944336,122958.0,49.42041800643087,12295800.0,4942.041800643086
2,9,4983.0,2274.0,2709.0,0.4563515954244431,106938.0,47.02638522427441,10693800.0,4702.638522427441
2,10,5088.0,2084.0,3004.0,0.40959119496855345,112481.0,53.97360844529751,11248100.0,5397.3608445297505
2,11,5026.0,1932.0,3094.0,0.38440111420612816,102092.0,52.84265010351967,10209200.0,5284.265010351967
2,12,4930.0,1781.0,3149.0,0.3612576064908722,97445.0,54.713644020213366,9744500.0,5471.364402021336
2,13,4995.0,1653.0,3342.0,0.33093093093093096,90277.0,54.6140350877193,9027700.0,5461.403508771929
3,4,5019.0,4645.0,374.0,0.9254831639768878,70603.0,15.19978471474704,7060300.0,1519.978471474704
3,5,4929.0,4305.0,624.0,0.8734023128423616,139408.0,32.38281068524971,13940800.0,3238.281068524971
3,6,4966.0,4103.0,863.0,0.8262182843334676,116672.0,28.435778698513282,11667200.0,2843.577869851328
3,7,4993.0,3764.0,1229.0,0.7538553975565793,128139.0,34.0433049946865,12813900.0,3404.3304994686505
3,8,5025.0,4031.0,994.0,0.8021890547263681,146548.0,36.35524683701315,14654800.0,3635.5246837013146
3,9,5151.0,3884.0,1267.0,0.7540283440108717,151982.0,39.1302780638517,15198200.0,3913.02780638517
3,10,5007.0,3662.0,1345.0,0.7313760734971041,106294.0,29.02621518296013,10629400.0,2902.621518296013
3,11,5033.0,3463.0,1570.0,0.6880588118418438,118677.0,34.26999711233035,11867700.0,3426.9997112330348
3,12,4991.0,3188.0,1803.0,0.6387497495491885,117947.0,36.99717691342534,11794700.0,3699.7176913425346
3,13,4973.0,2988.0,1985.0,0.6008445606273879,103868.0,34.761713520749666,10386800.0,3476.1713520749663
4,5,4954.0,4206.0,748.0,0.8490109002826,72243.0,17.176176890156917,7224300.0,1717.617689015692
4,6,4911.0,4288.0,623.0,0.8731419262879251,53296.0,12.42910447761194,5329600.0,1242.910447761194
4,7,4964.0,3784.0,1180.0,0.7622884770346495,82863.0,21.898255813953487,8286300.0,2189.8255813953488
4,8,4922.0,3709.0,1213.0,0.7535554652580252,114502.0,30.8713939067134,11450200.0,3087.13939067134
4,9,5082.0,3639.0,1443.0,0.7160566706021252,105885.0,29.09727947238252,10588500.0,2909.7279472382525
4,10,4928.0,3309.0,1619.0,0.6714691558441559,121947.0,36.85312783318223,12194700.0,3685.312783318223
4,11,4927.0,3071.0,1856.0,0.6233001826669373,102370.0,33.33441875610551,10237000.0,3333.44187561055
4,12,5006.0,2932.0,2074.0,0.5856971634039153,100107.0,34.14290586630287,10010700.0,3414.2905866302863
4,13,4932.0,2627.0,2305.0,0.5326439578264396,89792.0,34.180433955081845,8979200.0,3418.0433955081844
5,6,4997.0,2875.0,2122.0,0.5753452071242746,88403.0,30.74886956521739,8840300.0,3074.886956521739
5,7,5041.0,2697.0,2344.0,0.5350128942670105,87959.0,32.61364479050797,8795900.0,3261.3644790507974
