src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,5127,4973,154,0.969962941,6344,1.238095238,7134400,1392.349727
0,2,1,4976,4823,153,0.969252412,5892,1.18455971,8492900,1707.458786
0,3,2,4926,4766,160,0.967519285,9409,1.913565182,14405900,2929.814928
0,4,3,5040,4870,170,0.966269841,11572,2.304720175,19360000,3855.805616
0,5,2,4930,4749,181,0.963286004,9271,1.892040816,20050800,4092
0,6,2,4973,4735,238,0.952141564,9548,1.954154728,18837600,3855.423659
0,7,1,5013,4769,244,0.951326551,7566,1.537804878,16440200,3341.504065
0,8,2,5021,4740,281,0.944035053,10560,2.159067675,22195700,4538.069924
0,9,3,5042,4662,380,0.924633082,12330,2.56181176,24487400,5087.76231
0,10,3,5111,4689,422,0.917432988,13138,2.71446281,25532300,5275.268595
0,11,3,5033,4552,481,0.904430757,14731,3.132256007,25902100,5507.569636
0,12,4,5115,4499,616,0.879569892,14508,3.12,26239500,5642.903226
0,13,3,4992,4292,700,0.859775641,14703,3.309250506,25015200,5630.249831
1,2,1,4990,4808,182,0.963527054,5240,1.05666465,3588100,723.5531357
1,3,1,4980,4449,531,0.893373494,6555,1.425,8035100,1746.76087
1,4,2,4988,4337,651,0.869486768,8350,1.860516934,12150900,2707.419786
1,5,2,5009,4257,752,0.849870234,8138,1.846188748,14355700,3256.73775
1,6,3,5052,4167,885,0.824821853,10054,2.328392774,16203800,3752.616952
1,7,4,4989,4080,909,0.817799158,8630,2.039706925,16567100,3915.646419
1,8,5,4967,3865,1102,0.778135696,12182,3.033366534,19952900,4968.351594
1,9,3,4950,3704,1246,0.748282828,11219,2.910246433,18529700,4806.666667
1,10,2,5015,3534,1481,0.704685942,11095,3.010854817,18542800,5031.967436
1,11,3,5067,3398,1669,0.670613775,11661,3.285714286,18782900,5292.448577
1,12,4,4889,3049,1840,0.623644917,11017,3.4428125,17437100,5449.09375
1,13,3,5038,2893,2145,0.574235808,10659,3.501642576,16756800,5504.862024
2,3,2,4946,3174,1772,0.641730691,6253,1.880601504,9854400,2963.729323
2,4,3,4964,2907,2057,0.585616438,6434,2.103989536,10895300,3562.884238
2,5,1,4970,2739,2231,0.55110664,5882,2.035294118,10846000,3752.941176
2,6,4,4969,2490,2479,0.501106863,6450,2.442256721,11610400,4396.213555
2,7,5,4989,2479,2510,0.496893165,5543,2.107604563,11553700,4393.041825
2,8,3,5032,2073,2959,0.411963434,6878,3.092625899,11852900,5329.541367
2,9,2,4994,1836,3158,0.367641169,5777,2.907398088,10367700,5217.765476
2,10,3,4912,1648,3264,0.335504886,6198,3.44524736,10519000,5847.137298
2,11,3,4987,1483,3504,0.29737317,5710,3.494492044,9660600,5912.239902
2,12,2,5002,1273,3729,0.254498201,5225,3.669241573,8615000,6049.859551
2,13,3,5020,1089,3931,0.216932271,4570,3.685483871,7547900,6087.016129
3,4,1,4975,4318,657,0.867939698,6096,1.364063549,5988500,1340.008951
3,5,2,4975,4037,938,0.811457286,8582,2.049188157,13118300,3132.354346
3,6,2,4950,3780,1170,0.763636364,7368,1.874332231,9338300,2375.553294
3,7,3,5000,3413,1587,0.6826,9243,2.593434343,11907700,3341.105499
3,8,4,5073,3655,1418,0.720480978,9642,2.533368366,14491700,3807.593274
