src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
8,11,5006.0,5004.0,2.0,0.9996004794246903,25020.0,5.0,2502000.0,500.0
8,12,4904.0,4904.0,0.0,1.0,39232.0,8.0,3923200.0,800.0
8,13,5066.0,5066.0,0.0,1.0,25369.0,5.0076983813659695,2536900.0,500.76983813659695
9,10,5089.0,3674.0,1415.0,0.7219493024169777,93604.0,25.477408818726182,9360400.0,2547.7408818726185
9,11,5033.0,3475.0,1558.0,0.6904430757003776,63771.0,18.35136690647482,6377100.0,1835.136690647482
9,12,5005.0,3306.0,1699.0,0.6605394605394606,69034.0,20.88142770719903,6903400.0,2088.142770719903
9,13,4950.0,3059.0,1891.0,0.617979797979798,58172.0,19.016672115070286,5817200.0,1901.6672115070285
10,11,5020.0,5016.0,4.0,0.999203187250996,40128.0,8.0,4012800.0,800.0
10,12,4968.0,4967.0,1.0,0.9997987117552335,54637.0,11.0,5463700.0,1100.0
10,13,5114.0,5113.0,1.0,0.9998044583496285,40910.0,8.00117347936632,4091000.0,800.1173479366321
11,12,4999.0,4999.0,0.0,1.0,14997.0,3.0,1499700.0,300.0
11,13,5014.0,5012.0,2.0,0.9996011168727563,30072.0,6.0,3007200.0,600.0
12,13,4989.0,4988.0,1.0,0.9997995590298657,14974.0,3.0020048115477147,1497400.0,300.20048115477147
