src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,4967,4763,204,0.958928931,5245,1.056607575,5776100,1163.597905
0,2,1,4974,4770,204,0.958986731,5665,1.139609736,8105200,1630.496882
0,3,2,5007,4796,211,0.957858997,12374,2.476285771,14091900,2820.072043
0,4,3,4940,4723,217,0.956072874,15366,3.120633631,19301800,3919.943136
0,5,2,5028,4805,223,0.955648369,12932,2.58330004,19855400,3966.320416
0,6,2,4986,4751,235,0.95286803,13431,2.71223748,19229100,3883.097738
0,7,1,4958,4700,258,0.947962888,9559,1.950418282,16985800,3465.782493
0,8,2,4985,4711,274,0.945035105,15942,3.245521173,22599000,4600.773616
0,9,3,5016,4703,313,0.937599681,17179,3.503058728,24349700,4965.273246
0,10,3,4951,4589,362,0.926883458,18415,3.844467641,24610100,5137.807933
0,11,3,4955,4532,423,0.914631685,18327,3.872174097,24331000,5140.714135
0,12,4,5018,4537,481,0.904145078,18960,4.001688476,25751400,5435.078092
0,13,3,4965,4398,567,0.885800604,18237,3.965427267,23769000,5168.297456
1,2,1,4990,4780,210,0.957915832,5142,1.032322827,3280100,658.5223851
1,3,1,5018,4467,551,0.890195297,8142,1.744215938,8968400,1921.251071
1,4,2,4990,4314,676,0.864529058,12331,2.731118494,13156900,2914.042082
1,5,2,4957,4220,737,0.851321364,11593,2.622257408,14374900,3251.504185
1,6,3,4993,4151,842,0.831363909,14636,3.363051471,17799400,4089.935662
1,7,4,4926,4022,904,0.816483963,11859,2.808193228,17582600,4163.533033
1,8,5,4977,3917,1060,0.787020293,16652,4.043710539,20218200,4909.713453
1,9,3,4957,3731,1226,0.752672988,14332,3.644964395,17377800,4419.582909
1,10,2,4966,3551,1415,0.715062424,13271,3.537046908,17361500,4627.265458
1,11,3,4997,3458,1539,0.692015209,14639,4.000819896,18121600,4952.610003
1,12,4,5029,3334,1695,0.662954862,14443,4.085714286,17930000,5072.135785
1,13,3,5009,3183,1826,0.635456179,14039,4.148640662,17199100,5082.476359
2,3,2,5079,3272,1807,0.644221303,9824,2.828678376,10531000,3032.248776
