src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
2,4,3,4928,2864,2064,0.581168831,9437,3.078955954,11881600,3876.541599
2,5,1,4929,2651,2278,0.53783729,7273,2.550140252,10108700,3544.424965
2,6,4,4995,2628,2367,0.526126126,9895,3.497702368,13370500,4726.228349
2,7,5,4974,2570,2404,0.516686771,7850,2.832912306,12466200,4498.809094
2,8,3,5000,2172,2828,0.4344,9369,3.948166877,11953100,5037.126001
2,9,2,4982,2020,2962,0.405459655,8050,3.624493471,10243800,4612.246736
2,10,3,4988,1853,3135,0.37149158,8835,4.301363194,10740100,5228.870497
2,11,3,5016,1649,3367,0.328748006,7963,4.304324324,9794900,5294.540541
2,12,2,5002,1496,3506,0.299080368,7555,4.451974072,9136900,5384.148497
2,13,3,4937,1304,3633,0.264128013,6896,4.582059801,8321200,5529.036545
3,4,1,5070,4453,617,0.878303748,6565,1.410614525,5316500,1142.350666
3,5,2,5064,4148,916,0.819115324,12737,2.928719246,13702200,3150.655323
3,6,2,4899,3963,936,0.8089406,10906,2.619116234,9339000,2242.795389
3,7,3,4973,3610,1363,0.725919968,13343,3.501180792,12401100,3254.027814
3,8,4,4965,3697,1268,0.744612286,12843,3.294766547,14557700,3734.658799
3,9,3,5048,3520,1528,0.697305864,13891,3.733136254,14858700,3993.200752
3,10,1,5051,3429,1622,0.67887547,8073,2.223966942,11171500,3077.548209
3,11,2,4959,3122,1837,0.629562412,9671,2.910321998,11681900,3515.467951
3,12,3,4987,2931,2056,0.587728093,11023,3.519476373,11642100,3717.145594
3,13,2,4987,2782,2205,0.557850411,9427,3.160241368,10728300,3596.480054
4,5,1,4925,3892,1033,0.790253807,7075,1.728560958,7274100,1777.204984
4,6,1,5000,4428,572,0.8856,5377,1.161589976,4465800,964.7440052
4,7,2,4958,3771,1187,0.760588947,9269,2.333585096,7632700,1921.626385
4,8,3,4994,3558,1436,0.712454946,12503,3.326150572,11842800,3150.518755
4,9,2,5002,3374,1628,0.674530188,9694,2.711608392,10115700,2829.566434
4,10,2,5007,3102,1905,0.619532654,12338,3.735392068,12409800,3757.129882
4,11,4,4966,2854,2112,0.574708014,10685,3.497545008,10415000,3409.165303
4,12,5,5088,2745,2343,0.539504717,10178,3.454854039,10083200,3422.674813
4,13,4,5024,2461,2563,0.489848726,9509,3.572126221,9030500,3392.374155
5,6,2,4998,2625,2373,0.525210084,8655,3.062632696,8245100,2917.586695
5,7,3,5031,2676,2355,0.531902206,9576,3.328467153,9457700,3287.347932
5,8,2,4985,4035,950,0.809428285,10190,2.405571294,10211200,2410.576015
5,9,1,4989,4347,642,0.871316897,5289,1.16292876,6088300,1338.676341
5,10,3,4983,3781,1202,0.758779851,13240,3.32496233,12957000,3253.892516
5,11,2,5058,3662,1396,0.724001582,9447,2.445508672,9726800,2517.939425
5,12,1,4986,3457,1529,0.693341356,7646,2.090213231,8901000,2433.296884
5,13,2,5049,3314,1735,0.656367598,9291,2.643243243,9223400,2624.01138
6,7,1,5061,3549,1512,0.701244813,4246,1.132266667,3223000,859.4666667
6,8,2,4988,1867,3121,0.374298316,5822,2.815280464,5069800,2451.547389
6,9,3,4990,1543,3447,0.309218437,6050,3.469036697,5901600,3383.944954
6,10,4,5033,1434,3599,0.284919531,6476,3.960856269,5682500,3475.535168
6,11,3,5032,1134,3898,0.225357711,4882,3.656928839,4245000,3179.775281
6,12,4,4991,969,4022,0.194149469,4982,4.258119658,4015600,3432.136752
6,13,3,4941,798,4143,0.161505768,3755,3.758758759,3334300,3337.637638
7,8,1,4992,1547,3445,0.309895833,3012,1.723112128,2764400,1581.464531
7,9,2,4981,1147,3834,0.230275045,3930,2.915430267,3903400,2895.697329
7,10,3,4996,1120,3876,0.224179343,4524,3.424678274,3664700,2774.186223
7,11,2,5051,947,4104,0.187487626,3136,2.731707317,2534000,2207.317073
7,12,3,4933,715,4218,0.144942226,3270,3.569868996,2416400,2637.991266
7,13,2,5020,599,4421,0.119322709,2403,3.00375,2092500,2615.625
8,9,1,4947,3480,1467,0.70345664,4247,1.153762565,3914300,1063.379516
8,10,2,4989,4707,282,0.943475646,9861,2.009168704,6406700,1305.358598
8,11,1,4984,4729,255,0.948836276,5190,1.052738337,2579000,523.1237323
8,12,2,5054,4790,264,0.947764147,10005,2.004608295,4038700,809.1965538
8,13,1,4958,4688,270,0.945542557,5046,1.032112907,2540600,519.6563714
9,10,3,5041,3181,1860,0.63102559,10636,3.144884684,8440800,2495.801301
9,11,2,5004,3059,1945,0.611310951,7313,2.243251534,5923500,1817.02454
9,12,3,5008,2798,2210,0.55870607,8271,2.757919306,6733900,2245.381794
9,13,2,5025,2570,2455,0.511442786,6137,2.214723926,4921300,1776.001444
10,11,1,4968,4713,255,0.948671498,5074,1.032560033,3990400,812.047212
10,12,2,5011,4745,266,0.946916783,9908,2.003234937,5455400,1102.992317
10,13,1,4987,4719,268,0.946260277,5182,1.053252033,4040400,821.2195122
11,12,1,5046,4841,205,0.959373761,5063,1.004165014,1529500,303.3518445
11,13,2,4964,4757,207,0.958299758,9916,2,3844000,775.3126261
12,13,1,5039,4830,209,0.958523517,5175,1.02862254,1612700,320.552574
