src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,5055,4841,214,0.957665678,5383,1.064886251,5928500,1172.799209
0,2,1,4994,4779,215,0.956948338,5923,1.186260765,8245000,1651.311837
0,3,2,5000,4780,220,0.956,12399,2.482779335,14090700,2821.525831
0,4,3,4926,4693,233,0.952699959,15290,3.115956796,19110800,3894.599552
0,5,2,5143,4903,240,0.95333463,13407,2.620089896,20285700,3964.373656
0,6,2,4987,4720,267,0.946460798,13389,2.713619781,19170900,3885.46818
0,7,1,4977,4702,275,0.944745831,9484,1.92921074,16897800,3437.306753
0,8,2,4973,4665,308,0.938065554,15738,3.225660996,22317700,4574.236524
0,9,3,4957,4612,345,0.930401452,17043,3.531496063,23957900,4964.338997
0,10,3,5066,4687,379,0.925187525,18739,3.823505407,25063900,5114.037951
0,11,3,5038,4568,470,0.906709012,18615,3.89272271,24597700,5143.810121
0,12,4,5110,4593,517,0.898825832,19371,4.029748284,26251200,5461.035989
0,13,3,5027,4443,584,0.883827332,18575,3.988619283,24203800,5197.294396
1,2,1,5060,4835,225,0.955533597,5369,1.063378887,3613000,715.587245
1,3,1,4937,4365,572,0.884140166,8248,1.801266652,9164300,2001.375846
1,4,2,5002,4329,673,0.865453818,12255,2.697556681,13012500,2864.29672
1,5,2,5041,4257,784,0.844475303,11834,2.64683516,14575800,3260.076046
1,6,3,4993,4123,870,0.825756058,14754,3.401890708,17719700,4085.704404
1,7,4,5037,4099,938,0.813778042,12261,2.842800835,17981800,4169.209367
1,8,5,4972,3819,1153,0.768101368,16314,4.045127697,19808700,4911.653856
1,9,3,4991,3747,1244,0.750751352,14816,3.740469578,17965100,4535.496087
1,10,2,4933,3550,1383,0.719643219,13149,3.49335813,17373700,4615.754516
1,11,3,4981,3411,1570,0.684802249,14615,4.031724138,18056400,4981.075862
1,12,4,5007,3292,1715,0.657479529,14521,4.141756988,17860700,5094.324016
1,13,3,5083,3148,1935,0.6193193,14156,4.210588935,17310800,5148.958953
2,3,2,5012,3186,1826,0.635674381,9578,2.817058824,10300400,3029.529412
2,4,3,5021,2917,2104,0.580959968,9461,3.021718301,11921000,3807.409773
2,5,1,4923,2711,2212,0.550680479,7315,2.500854701,10134600,3464.820513
2,6,4,5048,2660,2388,0.526941363,10188,3.544885177,13743000,4781.837161
2,7,5,4978,2525,2453,0.50723182,7957,2.905074845,12406900,4529.718876
2,8,3,4979,2155,2824,0.432817835,9390,3.963697763,11967600,5051.751794
2,9,2,5023,2002,3021,0.398566594,8238,3.717509025,10387600,4687.545126
2,10,3,4924,1759,3165,0.357229894,8501,4.308667005,10459400,5301.267106
2,11,3,5030,1675,3355,0.333001988,8097,4.286394918,10016300,5302.435151
2,12,2,5000,1503,3497,0.3006,7633,4.445544554,9301500,5417.297612
2,13,3,5029,1253,3776,0.249154902,6654,4.535787321,8072600,5502.794819
3,4,1,5012,4393,619,0.876496409,6400,1.389190362,5158300,1119.665726
3,5,2,5036,4115,921,0.817116759,12234,2.826056826,13035300,3011.157311
3,6,2,4952,3942,1010,0.796042003,11116,2.674687199,9546200,2296.968239
3,7,3,4978,3582,1396,0.719566091,13353,3.517650158,12485500,3289.120126
3,8,4,5068,3772,1296,0.744277822,13127,3.293276468,14877500,3732.438535
3,9,3,5047,3537,1510,0.700812364,14089,3.756065049,15071900,4018.10184
3,10,1,5054,3393,1661,0.671349426,7981,2.212642085,11077800,3071.194899
3,11,2,5038,3129,1909,0.621079794,9968,2.981752917,11923600,3566.736464
3,12,3,4996,2912,2084,0.582866293,10857,3.473128599,11647700,3726.071657
3,13,2,5015,2699,2316,0.538185444,9248,3.174733951,10512600,3608.856849
4,5,1,5002,3945,1057,0.788684526,6963,1.674200529,7169300,1723.803799
4,6,1,5025,4369,656,0.869452736,5495,1.198996291,4599200,1003.534803
