src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
4,7,2,4962,3682,1280,0.7420395,9059,2.325205339,7417900,1903.978439
4,8,3,5036,3477,1559,0.690428912,12341,3.343538336,11677000,3163.64129
4,9,2,4951,3218,1733,0.649969703,9643,2.809731935,10002700,2914.539627
4,10,2,5049,2988,2061,0.591800357,11701,3.654278576,11931100,3726.139913
4,11,4,5055,2838,2217,0.561424332,10731,3.516055046,10500700,3440.59633
4,12,5,5006,2558,2448,0.510986816,9302,3.355699856,9459000,3412.337662
4,13,4,5005,2360,2645,0.471528472,9365,3.638306138,8847500,3437.257187
5,6,2,4873,2441,2432,0.500923456,8211,3.092655367,7845800,2955.103578
5,7,3,5014,2589,2425,0.516354208,9432,3.364966108,9183500,3276.311095
5,8,2,5141,4044,1097,0.78661739,10316,2.422733678,10269600,2411.836543
5,9,1,4950,4106,844,0.829494949,5366,1.24212963,6092200,1410.231481
5,10,3,4972,3605,1367,0.725060338,12682,3.320764598,12421000,3252.4221
5,11,2,5045,3538,1507,0.701288404,9219,2.457089552,9468900,2523.69403
5,12,1,5047,3319,1728,0.657618387,7340,2.077554486,8591100,2431.672799
5,13,2,4938,3066,1872,0.620899149,8647,2.636280488,8594700,2620.335366
6,7,1,5020,3551,1469,0.707370518,4411,1.171580345,3412900,906.4807437
6,8,2,4957,1721,3236,0.347185798,5384,2.782428941,4629400,2392.45478
6,9,3,5070,1582,3488,0.312031558,6258,3.4844098,6021600,3352.783964
6,10,4,5065,1360,3705,0.268509378,6194,3.93519695,5461200,3469.631512
6,11,3,5017,1153,3864,0.229818617,5000,3.657644477,4302800,3147.622531
6,12,4,4998,945,4053,0.18907563,4869,4.201035375,3946900,3405.43572
6,13,3,5020,807,4213,0.160756972,3855,3.775710088,3434900,3364.250735
7,8,1,4962,1528,3434,0.307940347,2852,1.637198622,2551800,1464.867968
7,9,2,4962,1110,3852,0.223700121,3742,2.826283988,3661000,2765.10574
7,10,3,5028,1048,3980,0.208432776,4330,3.431061807,3487000,2763.074485
7,11,2,5032,866,4166,0.172098569,3122,2.890740741,2541800,2353.518519
7,12,3,5004,707,4297,0.14128697,3268,3.548317047,2283400,2479.261672
7,13,2,4988,534,4454,0.107056937,2212,2.957219251,1895400,2533.957219
8,9,1,5052,3651,1401,0.722684086,4497,1.163518758,4152300,1074.333765
8,10,2,5079,4710,369,0.927347903,10000,2.030869212,6474400,1314.865963
8,11,1,5006,4704,302,0.939672393,5404,1.098820659,2652400,539.3249288
8,12,2,4904,4570,334,0.931892333,9608,2.008361204,3902000,815.6354515
8,13,1,5066,4725,341,0.932688512,5191,1.051022474,2608100,528.0623608
9,10,3,5089,3181,1908,0.625073688,10671,3.143151694,8370400,2465.5081
9,11,2,5033,3106,1927,0.617126962,7408,2.231325301,5782600,1741.746988
9,12,3,5005,2868,2137,0.573026973,8541,2.771252433,6676300,2166.223232
9,13,2,4950,2680,2270,0.541414141,6430,2.221838286,5111000,1766.067726
10,11,1,5020,4660,360,0.928286853,5282,1.083709479,4036800,828.2314321
10,12,2,4968,4576,392,0.921095008,9603,2.00480167,5299900,1106.450939
10,13,1,5114,4701,413,0.919241298,5513,1.121668362,4130800,840.4476094
11,12,1,4999,4767,232,0.953590718,5056,1.015057217,1543600,309.8976109
11,13,2,5014,4782,232,0.953729557,9998,2.001200961,3592000,718.9751801
12,13,1,4989,4750,239,0.952094608,5031,1.01349718,1534500,309.1257051
