src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,5024,4671,353,0.929737261,6194,1.233618801,6967400,1387.651862
0,2,1,4929,4576,353,0.928383039,5808,1.179049939,8440600,1713.479497
0,3,2,5028,4661,367,0.927008751,9752,1.946118539,14909900,2975.434045
0,4,3,5064,4686,378,0.92535545,11561,2.295671168,19225100,3817.533757
0,5,2,5036,4642,394,0.921763304,9336,1.870192308,20334600,4073.4375
0,6,2,5024,4599,425,0.915406051,9463,1.912103455,19047700,3848.797737
0,7,1,5064,4618,446,0.91192733,7666,1.543075684,16629400,3347.302738
0,8,2,4946,4477,469,0.9051759,10289,2.131551688,21763400,4508.68034
0,9,3,4897,4364,533,0.891157852,12189,2.585702164,24031300,5097.857446
0,10,3,4951,4395,556,0.887699455,13058,2.75194942,25083300,5286.25922
0,11,3,4955,4283,672,0.864379415,14468,3.122814591,25458800,5495.100367
0,12,4,5030,4265,765,0.847912525,14484,3.138461538,25962500,5625.67714
0,13,3,4979,4085,894,0.820445873,14442,3.256369786,24764800,5583.945885
1,2,1,5016,4629,387,0.92284689,5353,1.075115485,3787200,760.6346656
1,3,1,5027,4313,714,0.857966978,6639,1.423761527,8045900,1725.477161
1,4,2,4971,4163,808,0.837457252,8344,1.84888101,12164100,2695.346776
1,5,2,5069,4132,937,0.815150917,8413,1.877063811,14850300,3313.319946
1,6,3,4896,3815,1081,0.779207516,9740,2.338535414,15619000,3750.060024
1,7,4,5014,3921,1093,0.782010371,8680,2.032310934,16726700,3916.342777
1,8,5,4994,3631,1363,0.727072487,12080,3.034413464,19747400,4960.411957
1,9,3,5091,3538,1553,0.694951876,11336,2.91563786,18702600,4810.339506
1,10,2,4939,3243,1696,0.65661065,10677,2.971611467,17956700,4997.689953
1,11,3,5066,3126,1940,0.617054876,11554,3.323935558,18579300,5345.023015
1,12,4,5005,2878,2127,0.575024975,11017,3.412949195,17580300,5446.189591
1,13,3,4947,2651,2296,0.535880332,10460,3.485504832,16506000,5500.166611
2,3,2,4955,3027,1928,0.610898083,6473,1.91679005,10207600,3022.682855
2,4,3,5044,2744,2300,0.544012688,6474,2.092436975,11040900,3568.487395
2,5,1,5052,2598,2454,0.514251781,5835,1.979308005,10764500,3651.458616
2,6,4,4950,2331,2619,0.470909091,6485,2.418873555,11897600,4437.747109
2,7,5,4995,2274,2721,0.455255255,5555,2.116996951,11566700,4408.041159
2,8,3,5030,1922,3108,0.382107356,7053,3.10431338,12204100,5371.522887
2,9,2,4983,1666,3317,0.334336745,5789,2.871527778,10382500,5150.049603
2,10,3,5088,1477,3611,0.290290881,6273,3.433497537,10698600,5855.829228
2,11,3,5026,1269,3757,0.252487067,5634,3.47992588,9569700,5910.870908
2,12,2,4930,1100,3830,0.223123732,5324,3.671724138,8766900,6046.137931
2,13,3,4995,949,4046,0.18998999,4727,3.638953041,7808500,6011.162433
3,4,1,5019,4205,814,0.837816298,6274,1.377387486,6161000,1352.579583
3,5,2,4929,3814,1115,0.773787787,8573,2.058837656,13156700,3159.630163
3,6,2,4966,3663,1303,0.737615787,7636,1.902815848,9751300,2429.927735
3,7,3,4993,3294,1699,0.659723613,9364,2.569703622,12100600,3320.691548
3,8,4,5025,3439,1586,0.684378109,9737,2.569807337,14444700,3812.272367
3,9,3,5151,3168,1983,0.615026209,10027,2.850198977,14718600,4183.797612
3,10,1,5007,2943,2064,0.587777112,5761,1.74946857,10380000,3152.140905
3,11,2,5033,2632,2401,0.52294854,6333,2.123742455,10822700,3629.342723
3,12,3,4991,2349,2642,0.470647165,7105,2.632456465,10268900,3804.705446
3,13,2,4973,2020,2953,0.406193445,5870,2.476793249,9015800,3804.135021
4,5,1,4954,3755,1199,0.757973355,5811,1.415590743,7537800,1836.248477
4,6,1,4911,4000,911,0.814498066,5098,1.171954023,4764800,1095.356322
4,7,2,4964,3369,1595,0.678686543,6557,1.763108362,7823800,2103.737564
4,8,3,4922,3250,1672,0.660300691,8477,2.354722222,11611800,3225.5
4,9,2,5082,3072,2010,0.604486423,7038,2.056691993,10493400,3066.452367
4,10,2,4928,2723,2205,0.552556818,7954,2.588350146,11656700,3793.263911
4,11,4,4927,2489,2438,0.505175563,7199,2.535752025,9966900,3510.707996
4,12,5,5006,2277,2729,0.454854175,6800,2.588503997,9222900,3510.810811
4,13,4,4932,1954,2978,0.396188159,6409,2.781684028,8351900,3624.956597
5,6,2,4997,2476,2521,0.495497298,5425,1.919674452,7986800,2826.185421
5,7,3,5041,2448,2593,0.485617933,6730,2.405289492,8971500,3206.397427
5,8,2,4956,3537,1419,0.713680387,7406,1.905325444,9710700,2498.250579
5,9,1,4995,3611,1384,0.722922923,5539,1.398384246,7027200,1774.09745
5,10,3,4969,3139,1830,0.631716643,8670,2.484952709,11441800,3279.392376
5,11,2,4965,2929,2036,0.589929507,6221,1.897224764,8641500,2635.407136
5,12,1,5062,2750,2312,0.543263532,5183,1.671935484,7613100,2455.83871
5,13,2,5042,2499,2543,0.495636652,5754,2.01965602,7824500,2746.402246
