src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,5127.0,5125.0,2.0,0.9996099083284572,56386.0,11.002146341463414,5638600.0,1100.2146341463415
0,2,4976.0,4976.0,0.0,1.0,79674.0,16.011655948553056,7967400.0,1601.1655948553055
0,3,4926.0,4923.0,3.0,0.9993909866017052,129940.0,26.394474913670525,12994000.0,2639.4474913670524
0,4,5040.0,5027.0,13.0,0.9974206349206349,165676.0,32.95723095285459,16567600.0,3295.7230952854584
0,5,4930.0,4912.0,18.0,0.9963488843813387,187454.0,38.16245928338762,18745400.0,3816.245928338762
0,6,4973.0,4920.0,53.0,0.9893424492258194,186496.0,37.90569105691057,18649600.0,3790.569105691057
0,7,5013.0,4951.0,62.0,0.9876321563933772,161545.0,32.628761866289636,16154500.0,3262.8761866289638
0,8,5021.0,4936.0,85.0,0.9830711013742283,214255.0,43.40660453808752,21425500.0,4340.660453808752
0,9,5042.0,4906.0,136.0,0.9730265767552558,236422.0,48.19037912759886,23642200.0,4819.037912759886
0,10,5111.0,4946.0,165.0,0.9677166894932498,245357.0,49.60715729882733,24535700.0,4960.715729882733
0,11,5033.0,4833.0,200.0,0.9602622690244387,231900.0,47.982619490999376,23190000.0,4798.261949099938
0,12,5115.0,4831.0,284.0,0.9444770283479961,247257.0,51.1813289174084,24725700.0,5118.13289174084
0,13,4992.0,4669.0,323.0,0.9352964743589743,235662.0,50.47376311844078,23566200.0,5047.376311844078
1,2,4990.0,4990.0,0.0,1.0,29940.0,6.0,2994000.0,600.0
1,3,4980.0,4616.0,364.0,0.9269076305220884,102304.0,22.162911611785095,10230400.0,2216.2911611785094
1,4,4988.0,4541.0,447.0,0.9103849238171612,134628.0,29.647214269984584,13462800.0,2964.7214269984584
1,5,5009.0,4466.0,543.0,0.8915951287682172,140396.0,31.436632333184058,14039600.0,3143.6632333184057
1,6,5052.0,4413.0,639.0,0.8735154394299287,168969.0,38.288919102651256,16896900.0,3828.8919102651257
1,7,4989.0,4312.0,677.0,0.864301463219082,173309.0,40.19225417439703,17330900.0,4019.225417439703
1,8,4967.0,4130.0,837.0,0.8314878196094222,198526.0,48.06924939467312,19852600.0,4806.9249394673125
1,9,4950.0,4007.0,943.0,0.8094949494949495,174073.0,43.44222610431744,17407300.0,4344.222610431744
1,10,5015.0,3884.0,1131.0,0.7744765702891326,188712.0,48.5870236869207,18871200.0,4858.70236869207
1,11,5067.0,3798.0,1269.0,0.7495559502664298,189872.0,49.99262769878884,18987200.0,4999.262769878884
1,12,4889.0,3462.0,1427.0,0.7081202699938638,176359.0,50.94136337377238,17635900.0,5094.136337377238
1,13,5038.0,3364.0,1674.0,0.6677252878126241,169903.0,50.506242568370986,16990300.0,5050.624256837099
2,3,4946.0,3388.0,1558.0,0.6849979781641731,116977.0,34.52685950413223,11697700.0,3452.685950413223
2,4,4964.0,3143.0,1821.0,0.6331587429492345,121619.0,38.69519567292396,12161900.0,3869.519567292396
2,5,4970.0,2955.0,2015.0,0.5945674044265593,104856.0,35.484263959390866,10485600.0,3548.4263959390864
2,6,4969.0,2884.0,2085.0,0.5803984705172067,129086.0,44.75936199722607,12908600.0,4475.936199722608
2,7,4989.0,2847.0,2142.0,0.5706554419723392,127453.0,44.767474534597824,12745300.0,4476.747453459782
2,8,5032.0,2431.0,2601.0,0.4831081081081081,120908.0,49.73591114767586,12090800.0,4973.591114767585
2,9,4994.0,2193.0,2801.0,0.43912695234281135,103610.0,47.24578203374373,10361000.0,4724.578203374373
2,10,4912.0,2053.0,2859.0,0.4179560260586319,110533.0,53.839746712128594,11053300.0,5383.974671212859
2,11,4987.0,1906.0,3081.0,0.38219370362943655,101094.0,53.0398740818468,10109400.0,5303.98740818468
2,12,5002.0,1771.0,3231.0,0.35405837664934026,96393.0,54.42857142857143,9639300.0,5442.857142857143
2,13,5020.0,1607.0,3413.0,0.3201195219123506,89233.0,55.52769135034225,8923300.0,5552.769135034226
3,4,4975.0,4575.0,400.0,0.9195979899497487,71063.0,15.532896174863389,7106300.0,1553.2896174863388
3,5,4975.0,4353.0,622.0,0.8749748743718593,140557.0,32.289685274523315,14055700.0,3228.9685274523317
3,6,4950.0,4022.0,928.0,0.8125252525252525,114155.0,28.382645450024864,11415500.0,2838.264545002486
3,7,5000.0,3672.0,1328.0,0.7344,127270.0,34.65958605664488,12727000.0,3465.958605664488
3,8,5073.0,4068.0,1005.0,0.8018923713778829,148468.0,36.49655850540806,14846800.0,3649.655850540806
3,9,5053.0,3782.0,1271.0,0.7484662576687117,147060.0,38.8841882601798,14706000.0,3888.41882601798
3,10,5056.0,3711.0,1345.0,0.7339794303797469,107475.0,28.961196443007275,10747500.0,2896.1196443007275
3,11,4981.0,3464.0,1517.0,0.6954426821923309,119434.0,34.47863741339492,11943400.0,3447.8637413394918
3,12,4984.0,3217.0,1767.0,0.6454654895666132,119254.0,37.06994093876282,11925400.0,3706.9940938762825
3,13,5062.0,3051.0,2011.0,0.6027261951797709,107813.0,35.336938708620124,10781300.0,3533.6938708620123
4,5,4969.0,4239.0,730.0,0.8530891527470316,72727.0,17.15664071715027,7272700.0,1715.6640717150271
