src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
4,6,4999.0,4331.0,668.0,0.866373274654931,54552.0,12.595705379819902,5455200.0,1259.5705379819904
4,7,5022.0,3805.0,1217.0,0.7576662684189566,83848.0,22.036268068331143,8384800.0,2203.626806833114
4,8,4994.0,3801.0,1193.0,0.7611133360032039,117207.0,30.83583267561168,11720700.0,3083.583267561168
4,9,4929.0,3621.0,1308.0,0.7346317711503347,106333.0,29.36564484948909,10633300.0,2936.564484948909
4,10,5087.0,3425.0,1662.0,0.6732848437192844,127602.0,37.25605839416058,12760200.0,3725.605839416058
4,11,4918.0,3051.0,1867.0,0.6203741358275722,102414.0,33.567354965585054,10241400.0,3356.7354965585055
4,12,5063.0,2915.0,2148.0,0.5757456053723089,100210.0,34.37735849056604,10021000.0,3437.735849056604
4,13,4987.0,2616.0,2371.0,0.5245638660517346,89806.0,34.329510703363916,8980600.0,3432.9510703363912
5,6,5027.0,2796.0,2231.0,0.5561965386910682,85734.0,30.663090128755364,8573400.0,3066.3090128755366
5,7,5041.0,2664.0,2377.0,0.528466574092442,87995.0,33.03115615615616,8799500.0,3303.1156156156158
5,8,5058.0,4339.0,719.0,0.857848952155002,101435.0,23.377506337865867,10143500.0,2337.7506337865866
5,9,5007.0,4608.0,399.0,0.920311563810665,65332.0,14.17795138888889,6533200.0,1417.795138888889
5,10,5043.0,4145.0,898.0,0.8219313900456078,133087.0,32.10784077201448,13308700.0,3210.7840772014474
5,11,5037.0,3975.0,1062.0,0.7891602144133413,98111.0,24.68201257861635,9811100.0,2468.2012578616354
5,12,5101.0,3849.0,1252.0,0.7545579298176828,90243.0,23.445830085736556,9024300.0,2344.5830085736557
5,13,4923.0,3588.0,1335.0,0.728823887873248,90706.0,25.280379041248608,9070600.0,2528.0379041248607
6,7,4927.0,3869.0,1058.0,0.7852648670590623,35739.0,9.237270612561385,3573900.0,923.7270612561385
6,8,4995.0,2006.0,2989.0,0.4016016016016016,55459.0,27.646560319042873,5545900.0,2764.656031904287
6,9,5020.0,1756.0,3264.0,0.349800796812749,63700.0,36.275626423690206,6370000.0,3627.5626423690205
6,10,4987.0,1440.0,3547.0,0.2887507519550832,52487.0,36.449305555555554,5248700.0,3644.9305555555557
6,11,5048.0,1325.0,3723.0,0.26248019017432644,44228.0,33.379622641509435,4422800.0,3337.9622641509436
6,12,4901.0,994.0,3907.0,0.20281575188736992,35488.0,35.70221327967807,3548800.0,3570.2213279678067
6,13,4968.0,837.0,4131.0,0.16847826086956522,29684.0,35.4647550776583,2968400.0,3546.4755077658306
7,8,4997.0,1443.0,3554.0,0.28877326395837505,28359.0,19.652806652806653,2835900.0,1965.2806652806653
7,9,4923.0,1127.0,3796.0,0.22892545196018688,39136.0,34.725820763087846,3913600.0,3472.5820763087845
7,10,4915.0,1014.0,3901.0,0.20630722278738556,31033.0,30.604536489151872,3103300.0,3060.4536489151874
7,11,4923.0,880.0,4043.0,0.17875279301239083,22736.0,25.836363636363636,2273600.0,2583.6363636363635
7,12,4949.0,738.0,4211.0,0.14912103455243483,20775.0,28.150406504065042,2077500.0,2815.040650406504
7,13,4943.0,648.0,4295.0,0.1310944770382359,18036.0,27.833333333333332,1803600.0,2783.3333333333335
8,9,4889.0,3751.0,1138.0,0.7672325628962978,49004.0,13.064249533457744,4900400.0,1306.4249533457744
8,10,4990.0,4987.0,3.0,0.9993987975951903,64831.0,13.0,6483100.0,1300.0
8,11,5083.0,5081.0,2.0,0.999606531575841,25411.0,5.001180869907499,2541100.0,500.1180869907499
8,12,4954.0,4954.0,0.0,1.0,39632.0,8.0,3963200.0,800.0
8,13,4979.0,4976.0,3.0,0.9993974693713598,24880.0,5.0,2488000.0,500.0
9,10,5111.0,3759.0,1352.0,0.7354725102719625,95760.0,25.47486033519553,9576000.0,2547.486033519553
9,11,4896.0,3386.0,1510.0,0.6915849673202614,61104.0,18.046072061429417,6110400.0,1804.6072061429415
9,12,4975.0,3300.0,1675.0,0.6633165829145728,68337.0,20.708181818181817,6833700.0,2070.818181818182
9,13,5023.0,3092.0,1931.0,0.6155683854270356,59161.0,19.133570504527814,5916100.0,1913.3570504527813
10,11,4978.0,4977.0,1.0,0.9997991161108879,39816.0,8.0,3981600.0,800.0
10,12,4987.0,4985.0,2.0,0.9995989572889513,54835.0,11.0,5483500.0,1100.0
10,13,5015.0,5013.0,2.0,0.9996011964107677,40104.0,8.0,4010400.0,800.0
11,12,4951.0,4950.0,1.0,0.9997980206018986,14850.0,3.0,1485000.0,300.0
11,13,5007.0,5004.0,3.0,0.9994008388256441,30024.0,6.0,3002400.0,600.0
12,13,4996.0,4995.0,1.0,0.9997998398718975,14985.0,3.0,1498500.0,300.0
