average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
445099,-688254.6667,12330735.33,82007819,10278036.67,0,538.6861465,24.18963732,0,0,0,0,0,0,0,0,0.635402225,1598502,28.44749601,445099,443448.4162,446749.5838,1650.583803,538.6861465,537.482513,539.8897799,1.203633425
438174.3333,-705179.3333,12330735.33,72126464,1208899.667,0,126.1039508,3.652598771,0.949273748,1667074,1756157.333,0,0,0,0,0,0.642147266,719142.3333,25.71333395,438174.3333,436222.7964,440125.8703,1951.536963,126.1039508,125.6997111,126.5081906,0.404239788
