average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness
91276.33333,-38.66666667,10212384,545050947,773759,773759,74.41779177,2.360361461,0.230328219,215482.6667,935547,718908,0,0,0,0,0.999204652
91267.33333,-47.66666667,10212384,543223495,553535.3333,553535.3333,72.27733504,2.311850043,0.204543065,191356.3333,935547,355432,387837,173660,30374.66667,143252.3333,0.999206568
91267.33333,-47.66666667,10212384,540932370.3,487511.6667,487511.6667,69.40720328,2.235096749,0.156638137,146541.3333,935547,244777.3333,543603.3333,245148.3333,57203.66667,187883.3333,0.999206505
91267,-48,10212384,538573934,444428.6667,444428.6667,65.12768953,2.128108905,0.131970695,123465,935547,170207.3333,641347,289892.6667,70461.66667,219370.3333,0.99920874
91267,-48,10212384,537552254.7,428773.6667,428773.6667,64.88208495,2.12196879,0.127980057,119732,935547,142359.6667,672925.3333,305304.3333,73681.33333,231563,0.999209397
91267,-48,10212384,537461859.3,427402.6667,427402.6667,64.90981394,2.122662015,0.127856432,119616.3333,935547,139805.3333,675597.6667,306663.3333,73858.33333,232746.3333,0.999209287
91266.66667,-48.33333333,10212384,537417675.3,426567.3333,426567.3333,64.93398257,2.123266231,0.12784539,119606,935547,138174.3333,677239,307536,73935.33333,233542,0.999209017
91266.66667,-48.33333333,10212384,537407471,426226,426226,64.93413372,2.12327001,0.127826871,119588.6667,935547,137419.3333,678011.3333,307961.3333,73947,233955.6667,0.999209017
91264.33333,-50.66666667,10212384,537407211.7,426090.3333,426090.3333,64.941939,2.123465142,0.127823679,119585.6667,935547,137244,678189.6667,308056,74002,233995.3333,0.999209287
