average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness
91295.66667,-19.33333333,10212384,1012034971,7997125,7997125,490.5765975,23.14999092,0,0,0,0,0,0,0,0,0.99920599
91295.66667,-19.33333333,10212384,1005775529,7958272.333,7958272.333,481.744048,22.69894949,0.485181338,6068.333333,12614.33333,6546,0,0,0,0,0.999205409
91295.66667,-19.33333333,10212384,983877765.3,7781067,7781067,467.309486,21.93447455,0.390905244,18887.33333,48569,29681.66667,0,0,0,0,0.999205409
91295.66667,-19.33333333,10212384,950551030,7476400.667,7476400.667,444.1406787,20.72932455,0.361167954,36975.33333,101942.6667,64967.33333,0,0,0,0,0.999205409
91295,-20,10212384,909313970.7,7053997.667,7053997.667,415.9731868,19.29066167,0.326320303,57567.33333,175571.6667,118004.3333,0,0,0,0,0.999205409
91295,-20,10212384,902170658,6972164.333,6972164.333,410.4169707,18.99882427,0.330177119,61994.66667,187126.6667,125132,0,0,0,0,0.999205409
91295,-20,10212384,888810933,6846369,6846369,397.3534899,18.28451202,0.34469143,74576.33333,214072,139495.6667,0,0,0,0,0.999205409
91295,-20,10212384,879421616,6724982.333,6724982.333,390.2707997,17.93723935,0.336588223,78084,229281,151188,0,0,0,0,0.999205409
91276.33333,-38.66666667,10212384,545050947,773759,773759,74.41779177,2.360361461,0.230328219,215482.6667,935547,718908,0,0,0,0,0.999204652
