average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
1842.8,-29.2,223031.8,2064636.8,17279.6,17279.6,71.53504535,0.242061994,4234.2,17493.8,13111.2
1841.6,-30.4,223031.8,2063082.6,16253,16253,64.51600535,0.185895156,3482,18731.6,12084.6
1839,-33,223031.8,2061556.8,15586.6,15586.6,60.84916455,0.15862532,3090.4,19488,11418.2
1839,-33,223031.8,2058077,14925.8,14925.8,56.1806935,0.130483109,2643.8,20274,10757.4
1837,-35,223031.8,2053368.6,14305.8,14305.8,52.19359369,0.109426505,2294,20980.8,10137.4
1836.6,-35.4,223031.8,2049434.4,13779.4,13779.4,49.70498375,0.095234517,2049.4,21540.4,9611
1836,-36,223031.8,2044733.8,13266.2,13266.2,47.24591724,0.082909401,1826.6,22052,9097.8
1836.4,-35.6,223031.8,2040671,12914.4,12914.4,45.07425336,0.073057357,1638.6,22439,8746
1836.4,-35.6,223031.8,2037106,12598.4,12598.4,43.32156263,0.065853692,1500.2,22788.6,8430
1836.4,-35.6,223031.8,2035049.6,12428.8,12428.8,42.55769293,0.062630743,1439,22981.2,8260.4
1836.4,-35.6,223031.8,2033211,12259,12259,41.90890268,0.059607751,1380.6,23166.2,8090.6
1836.6,-35.4,223031.8,2032213.6,12163.4,12163.4,41.5865567,0.057961511,1348.6,23270.8,7995
1836.5,-35.5,223031.8,2031370.2,12096.8,12096.8,41.33801196,0.056921007,1328.2,23339.8,7928.4
1836.4,-35.6,223031.8,2030757,12066.2,12066.2,41.07203089,0.056065715,1311,23388.4,7897.8
1836.2,-35.8,223031.8,2030511.2,12040.4,12040.4,40.88906334,0.055440447,1298.6,23428.6,7872
1836.2,-35.8,223031.8,2030425.8,12029.4,12029.4,40.89212644,0.055355325,1297.2,23439,7861
1836.2,-35.8,223031.8,2030293.6,12016.6,12016.6,40.89811607,0.055234115,1295.2,23454.8,7848.2
1836.2,-35.8,223031.8,2030200.4,12013,12013,40.8343686,0.055039994,1291.2,23465.2,7844.6
1836.2,-35.8,223031.8,2030143.2,12011.8,12011.8,40.81925749,0.054975063,1289.8,23467.6,7843.4
1836.2,-35.8,223031.8,2030116.6,12012.4,12012.4,40.81925749,0.054982651,1290,23468,7844
1836.2,-35.8,223031.8,2030116.6,12012.4,12012.4,40.81925749,0.054982651,1290,23468,7844
