average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys
6091.2,-3045.8,223114.06666666668,2510503.6,14981.733333333334,14981.733333333334,658.0793561540936,31.284283757133316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6089.4,-3047.6,223114.06666666668,2511861.8666666667,15009.0,15009.0,656.3213784036586,31.197369875420534,0.8989154704944179,10.4,11.666666666666666,0.06666666666666667,11.466666666666667,0.6,0.6,0.0
6089.733333333334,-3047.266666666667,223114.06666666668,2511735.7333333334,15018.066666666668,15018.066666666668,656.107297736125,31.18691303326561,0.9099971384239119,17.2,19.066666666666666,0.5333333333333333,31.066666666666666,0.6666666666666666,0.6666666666666666,0.0
6086.533333333334,-3050.4666666666667,223114.06666666668,2505977.533333333,14931.4,14931.4,652.0906265826302,30.98592870363137,0.7430140002223916,94.8,127.53333333333333,1.2666666666666666,292.53333333333336,15.733333333333333,15.733333333333333,0.0
6079.866666666667,-3057.133333333333,223114.06666666668,2502358.2666666666,14870.0,14870.0,645.708892265183,30.670296470246583,0.6843372872737921,216.6,315.6666666666667,2.4,1270.6,48.0,47.666666666666664,0.3333333333333333
6070.733333333334,-3066.266666666667,223114.06666666668,2489110.3333333335,14670.733333333334,14670.733333333334,637.7138354751136,30.274056103460808,0.612924410662421,354.53333333333336,577.6666666666666,2.533333333333333,3728.4,108.66666666666667,108.4,0.26666666666666666
6056.8,-3080.2,223114.06666666668,2476975.2,14465.933333333332,14465.933333333332,628.3323544215178,29.8081663225582,0.5758337550489984,510.53333333333336,887.6,3.066666666666667,8316.4,183.73333333333332,183.2,0.5333333333333333
6043.4,-3093.6,223114.06666666668,2459375.6,14184.266666666666,14184.266666666666,616.7920785338804,29.23703165995494,0.5639595461085692,732.8666666666667,1290.2,4.333333333333333,15317.466666666667,271.6,270.93333333333334,0.6666666666666666
6028.8,-3108.2,223114.06666666668,2441316.1333333333,13889.6,13889.6,605.2873277005351,28.665560220777188,0.5633637767447,964.6,1704.0,3.8666666666666667,25087.733333333334,360.53333333333336,360.26666666666665,0.26666666666666666
6018.733333333334,-3118.266666666667,223114.06666666668,2409285.466666667,13317.933333333332,13317.933333333332,590.593791519675,27.937420865061167,0.5624002506705977,1279.7333333333333,2264.4666666666667,4.8,38188.333333333336,479.06666666666666,478.06666666666666,1.0
5994.4,-3142.6,223114.06666666668,2383412.8666666667,12890.333333333334,12890.333333333334,575.6654440303105,27.195387893405655,0.5534367535873898,1582.1333333333334,2841.8,3.533333333333333,55057.066666666666,612.6,611.6,1.0
5973.8,-3163.2,223114.06666666668,2364329.466666667,12585.4,12585.4,559.9330496560871,26.418555005610692,0.5408858007434154,1852.2666666666667,3411.0666666666666,4.333333333333333,76149.26666666666,759.4666666666667,758.2666666666667,1.2
5943.066666666667,-3193.9333333333334,223114.06666666668,2317226.8,11821.333333333334,11821.333333333334,542.6091499586715,25.55284655375474,0.5409481136242876,2274.733333333333,4192.0,5.066666666666666,102286.6,933.5333333333333,931.4666666666667,2.066666666666667
5908.6,-3228.4,223114.06666666668,2282710.466666667,11208.533333333333,11208.533333333333,524.4538379407861,24.647741754978096,0.5440471653241873,2721.2,4997.2,7.333333333333333,133734.06666666668,1105.2,1103.2666666666667,1.9333333333333333
5880.266666666666,-3256.733333333333,223114.06666666668,2247746.8666666667,10444.8,10444.8,504.65693021706136,23.665624995916584,0.5348365998385279,3100.2,5787.333333333333,8.866666666666667,170935.93333333332,1304.4666666666667,1302.0666666666666,2.4
5844.266666666666,-3292.733333333333,223114.06666666668,2212051.8,9778.333333333334,9778.333333333334,482.4844378001326,22.56098037203891,0.5329804190338778,3567.6666666666665,6694.2,12.266666666666667,214337.4,1512.6666666666667,1508.9333333333334,3.6
