average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
6332.6,-1179.4,249027.6,3391599.8,66377.2,66377.2,450.6371635,0.964218836,7266.8,7536.4,269
6324.2,-1187.8,249027.6,3395792.8,65880,65880,451.2120455,0.841652228,6526.4,7759,247.6
6289.6,-1222.4,249027.6,3382355.4,65584.6,65584.6,450.3920167,0.701871117,5746.2,8201.2,244
6247.4,-1264.6,249027.6,3367081.2,65531.2,65531.2,448.0121371,0.562139229,4916,8769.6,238.6
6240.2,-1271.8,249027.6,3371366.8,65601.6,65601.6,447.1387091,0.482138038,4310,8978.6,232.8
6245.8,-1266.2,249027.6,3360603.6,65027.4,65027.4,447.0671924,0.429615555,3923.6,9164.2,220.6
6225.8,-1286.2,249027.6,3375032.6,65465.2,65465.2,446.8806221,0.406211571,3736.8,9235,209
6234.2,-1277.8,249027.6,3365890.6,65399.8,65399.8,446.3648909,0.389412788,3594.4,9235,193.4
6232,-1280,249027.6,3363533.6,65243.2,65243.2,446.4595161,0.383600506,3564.2,9302.6,183.6
6231,-1281,249027.6,3360296.8,65049.6,65049.6,445.7189087,0.370981902,3495.2,9430,165.4
6232.4,-1279.6,249027.6,3364264.8,65139,65139,445.9148237,0.366933623,3460,9436.8,167
6235.4,-1276.6,249027.6,3361482.8,65016.4,65016.4,446.1297212,0.365994654,3450.2,9440,160
6232.6,-1279.4,249027.6,3353280,64723.6,64723.6,446.6877378,0.361812823,3429,9491.4,153.6
6227,-1285,249027.6,3353837.6,64915.8,64915.8,446.7426913,0.36021322,3400.6,9456.8,150.4
6234,-1278,249027.6,3351461.6,64656,64656,447.2981636,0.360263958,3397.6,9434.4,147
6234.8,-1277.2,249027.6,3347610.8,64495.6,64495.6,448.2182655,0.360219207,3396.2,9432,142.8
6232.4,-1279.6,249027.6,3349721.6,64752.8,64752.8,447.1563235,0.358440252,3375.4,9431,141.4
6231.4,-1280.6,249027.6,3349802.8,64761.2,64761.2,447.210837,0.358433584,3375.4,9431.2,141.4
6231.4,-1280.6,249027.6,3349802.8,64761.2,64761.2,447.210837,0.358433584,3375.4,9431.2,141.4
6231.4,-1280.6,249027.6,3349802.8,64761.2,64761.2,447.210837,0.358433584,3375.4,9431.2,141.4
6231.4,-1280.6,249027.6,3349802.8,64761.2,64761.2,447.210837,0.358433584,3375.4,9431.2,141.4
