average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
1853.6,-18.4,223031.8,4109945.4,153710.8,153710.8,528.7635093,0,0,0,0
1853.2,-18.8,223031.8,4109473.8,153699.4,153699.4,526.3767236,1,13.2,13.2,0
1853.2,-18.8,223031.8,4109473.8,153699.4,153699.4,526.3767236,1,13.2,13.2,0
1853.2,-18.8,223031.8,4103805,153529,153529,521.7753084,1,78.8,78.8,0
1853.2,-18.8,223031.8,4098445.4,153460.2,153460.2,513.7093408,1,174,174,0
1853.2,-18.8,223031.8,4081168,152933.2,152933.2,503.0291264,0.921528873,339.8,370.4,30.6
1853.2,-18.8,223031.8,4050985.8,152037,152037,484.5249551,0.793810047,542.2,686,143.8
1853.2,-18.8,223031.8,4006744.6,150446.8,150446.8,467.5913053,0.670157948,667.4,1001.4,334
1853.2,-18.8,223031.8,3951187,147926,147926,457.3717245,0.545438368,723.8,1343.8,620
1853.2,-18.8,223031.8,3885479.8,144813.2,144813.2,448.0846924,0.480033322,834.6,1754.8,920.2
1853.2,-18.8,223031.8,3821100.8,141764.2,141764.2,439.6658439,0.436075588,957,2199.8,1242.8
1853.2,-18.8,223031.8,3760842.6,139077.8,139077.8,429.3603977,0.435587801,1133.2,2612,1478.8
1853.2,-18.8,223031.8,3673956.4,135284.6,135284.6,411.7220523,0.437144922,1413.8,3243,1829.2
1853.2,-18.8,223031.8,3599247.6,131752.8,131752.8,399.9612397,0.412239688,1631.2,3979.8,2324
1853.2,-18.8,223031.8,3508330,126575.8,126575.8,388.2877854,0.379170064,1728.8,4581.4,2828
1853.2,-18.8,223031.8,3412220.8,121701.2,121701.2,369.6490503,0.374683657,2002.6,5333.6,3301.4
1853.2,-18.8,223031.8,3317873.8,117006.8,117006.8,350.4297528,0.381457739,2354.6,6165.8,3772.8
1853.2,-18.8,223031.8,3234722.8,112326,112326,334.1086422,0.371171789,2554,6865.4,4265
1853.2,-18.8,223031.8,3096671.8,106004.8,106004.8,300.2710539,0.381084249,3107,8157.6,4966.6
1851.2,-20.8,223031.8,2851664.6,94199.2,94199.2,227.3262419,0.429484627,4648.8,10857.2,6108.4
1842.8,-29.2,223031.8,2064636.8,17279.6,17279.6,71.53504535,0.242061994,4234.2,17493.8,13111.2
