average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
3625.0,-136.0,223031.8,2048419.2,12277.6,12277.6,82.02177320967377,0.5288853993131487,9251.4,17493.8,8109.2
3598.8,-162.2,223031.8,2043976.8,10924.2,10924.2,82.20834046176238,0.45137088121868735,8491.6,18813.0,6755.8
3583.0,-178.0,223031.8,2039469.2,10259.0,10259.0,78.81021892178875,0.38395989523924773,7574.0,19730.8,6090.6
3570.8,-190.2,223031.8,2034692.0,9707.8,9707.8,74.46637561557401,0.31777770529036664,6547.8,20619.8,5539.4
3562.8,-198.2,223031.8,2030403.8,9336.0,9336.0,69.89460355358615,0.26693386595804036,5685.6,21319.0,5167.6
3559.0,-202.0,223031.8,2025745.6,8991.6,8991.6,66.85254139963499,0.2298760267886164,5022.0,21875.6,4823.2
3551.0,-210.0,223031.8,2022154.8,8772.6,8772.6,64.45163237915528,0.20263053305366943,4507.6,22265.0,4604.2
3552.2,-208.8,223031.8,2019274.8,8600.2,8600.2,62.95642148516201,0.18686863059475617,4209.0,22542.8,4431.8
3552.6,-208.4,223031.8,2017087.0,8506.6,8506.6,61.21486569071992,0.17205288763490448,3916.0,22769.2,4338.2
3552.2,-208.8,223031.8,2014595.6,8400.0,8400.0,60.232553108333086,0.16233496614506773,3725.8,22960.4,4231.6
3553.2,-207.8,223031.8,2012915.0,8343.8,8343.8,59.71233616972355,0.15730308214617988,3626.6,23060.8,4175.4
3551.2,-209.8,223031.8,2011971.8,8328.0,8328.0,59.25639426838593,0.1538508826397119,3555.4,23113.4,4159.6
3549.4,-211.6,223031.8,2011210.8,8315.8,8315.8,59.02265273749847,0.1513937379118281,3505.2,23155.2,4147.4
3545.8,-215.2,223031.8,2010845.4,8301.8,8301.8,59.0360017333249,0.1503824105583999,3485.8,23181.8,4133.4
3549.8,-211.2,223031.8,2010282.4,8295.8,8295.8,58.78625870986223,0.14877538224680856,3452.8,23210.2,4127.4
3549.2,-211.8,223031.8,2009966.8,8301.4,8301.4,58.691735813077784,0.14796631614754602,3435.2,23219.2,4133.0
3550.8,-210.2,223031.8,2009742.8,8295.6,8295.6,58.62215576462837,0.14769057398302304,3430.2,23228.8,4127.2
3550.0,-211.0,223031.8,2009711.2,8304.8,8304.8,58.58522460201436,0.14777105496651063,3432.0,23228.2,4136.4
3550.0,-211.0,223031.8,2009704.0,8306.8,8306.8,58.55925987496293,0.14770982495466387,3430.6,23228.4,4138.4
3550.0,-211.0,223031.8,2009705.6,8307.6,8307.6,58.54801804489759,0.1476741904241244,3429.8,23228.6,4139.2
3550.0,-211.0,223031.8,2009705.6,8307.6,8307.6,58.54801804489759,0.1476741904241244,3429.8,23228.6,4139.2
