average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys
7590.533333333334,-22.466666666666665,107916.66666666667,934569.5333333333,24031.8,24031.8,45.51417324157318,1.6378543310393348,0.3534013845983762,12443.733333333334,35213.73333333333,22585.266666666666,0.0,0.0,0.0,0.0
