average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys
9314.6,-19.4,1021986.5,19903033.8,786870.55,786870.55,487.3189563,23.02212888,0,0,0,0,0,0,0,0
9314.6,-19.4,1021986.5,19902534.8,786854.9,786854.9,486.9336599,23.00290052,0.996226415,13.2,13.25,0.05,0,0,0,0
9314.55,-19.45,1021986.5,19902520.45,786854.55,786854.55,486.9324599,23.00282949,0.985559567,13.65,13.85,0.2,0,0,0,0
9314.55,-19.45,1021986.5,19898614.3,786710.25,786710.25,486.1100033,22.96115511,0.940949936,73.3,77.9,4.6,0,0,0,0
9314.55,-19.45,1021986.5,19892298.35,786538.45,786538.45,484.8124425,22.89410107,0.877456392,198.7,226.45,27.75,0,0,0,0
9314.55,-19.45,1021986.5,19876505.35,786122.4,786122.4,482.3610562,22.76639001,0.815625648,393.05,481.9,88.85,0,0,0,0
9314.55,-19.45,1021986.5,19846486.2,785336.15,785336.15,479.102833,22.59732331,0.762887912,598.6,784.65,186.05,0,0,0,0
9314.55,-19.45,1021986.5,19811743.85,784209.8,784209.8,476.3566905,22.45965405,0.67269197,727.55,1081.55,354,0,0,0,0
9314.55,-19.45,1021986.5,19762921.15,782266.15,782266.15,474.1462484,22.3469407,0.592619023,871.95,1471.35,599.4,0,0,0,0
9314.55,-19.45,1021986.5,19712146.5,780006.15,780006.15,472.5623678,22.26560908,0.523128568,989.55,1891.6,902.05,0,0,0,0
9314.55,-19.45,1021986.5,19656428.2,777412.9,777412.9,470.80588,22.17600957,0.471416473,1113.25,2361.5,1248.25,0,0,0,0
9314.55,-19.45,1021986.5,19588181.15,774223.7,774223.7,468.4398861,22.05401447,0.435913465,1324.85,3039.25,1714.4,0,0,0,0
9314.55,-19.45,1021986.5,19522042.9,770970.6,770970.6,466.2466311,21.94079697,0.413006101,1489.3,3606,2116.7,0,0,0,0
9314.55,-19.45,1021986.5,19446927.15,767138.3,767138.3,463.8340294,21.81737124,0.391359459,1667.25,4260.15,2592.9,0,0,0,0
9314.55,-19.45,1021986.5,19370827.3,763168.45,763168.45,461.3043573,21.68567413,0.37611615,1863.9,4955.65,3091.75,0,0,0,0
9314.55,-19.45,1021986.5,19271137.5,758189.15,758189.15,457.7691214,21.49564856,0.370520548,2197.65,5931.25,3733.6,0,0,0,0
9314.55,-19.45,1021986.5,19177696.2,753243.4,753243.4,454.4921488,21.32374616,0.360724548,2479.35,6873.25,4393.9,0,0,0,0
9314.55,-19.45,1021986.5,19091890.1,748587.45,748587.45,451.1053312,21.14549855,0.35747062,2804.5,7845.4,5040.9,0,0,0,0
9314.5,-19.5,1021986.5,18980801.75,742654.35,742654.35,446.5207827,20.90329061,0.355549814,3233.85,9095.35,5861.5,0,0,0,0
9294.5,-39.5,1021986.5,18637239.95,726767.1,726767.1,329.8056799,15.98830042,0.344078158,4964.05,14427.1,9425.5,0,0,0,0
9245.85,-88.15,1021986.5,11565684.65,99553.25,99553.25,84.31649352,2.607737338,0.266119663,24164.65,90803.7,66489.55,0,0,0,0
