average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
6446.2,-1065.8,249027.6,2959786.6,52954.6,52954.6,367.3305069,0.920578715,14548.2,15813.8,1236.6
6384.2,-1127.8,249027.6,2950133.2,52456,52456,366.7912435,0.856936931,13896.6,16223.4,1095.4
6311.8,-1200.2,249027.6,2916510.4,51459.2,51459.2,366.2016878,0.73111263,12498.6,17108.2,915.4
6242.8,-1269.2,249027.6,2875560.6,48725.8,48725.8,367.2875425,0.56273329,10409.2,18483,603.2
6235.4,-1276.6,249027.6,2829270,46698.8,46698.8,366.2835545,0.470734427,9222.6,19606,572.8
6222.2,-1289.8,249027.6,2829953.2,46186.6,46186.6,365.8998747,0.391265194,7838.2,20055.6,451.4
6217,-1295,249027.6,2802350,45022.4,45022.4,366.5296963,0.349964935,7177,20544.8,367.4
6236.6,-1275.4,249027.6,2802037.6,44771.8,44771.8,364.4002139,0.32028151,6624.6,20772.6,343.2
6220,-1292,249027.6,2790526.2,44455.6,44455.6,364.8143312,0.301941857,6307.8,21009.6,300
6236.2,-1275.8,249027.6,2796803.4,44352,44352,364.8074798,0.291436958,6069.6,20977.8,282.4
6225.8,-1286.2,249027.6,2785162.6,44318.6,44318.6,363.2118053,0.289044471,6076.6,21148.2,288.4
6231.8,-1280.2,249027.6,2799084.8,44071.2,44071.2,363.7814983,0.281343729,5882.4,21026,269
6225.8,-1286.2,249027.6,2793780,43973.8,43973.8,363.6337305,0.282766388,5931.8,21114.4,262
6228.8,-1283.2,249027.6,2796973.4,44569.2,44569.2,363.4681874,0.284259058,5940.8,21046.8,259.6
6231,-1281,249027.6,2797947.8,44551.8,44551.8,363.7853975,0.285367025,5955.2,21022.8,256.8
6232.4,-1279.6,249027.6,2795059.4,44481.4,44481.4,363.3342111,0.285562631,5969.4,21059,258.2
6229.8,-1282.2,249027.6,2797505.4,44391.6,44391.6,364.8056377,0.285133376,5942.8,20996.2,258
6235,-1277,249027.6,2792165.4,44330.8,44330.8,363.6264181,0.285953126,5982.4,21074.2,256.2
6235,-1277,249027.6,2792165.4,44330.8,44330.8,363.6264181,0.285953126,5982.4,21074.2,256.2
6235,-1277,249027.6,2792165.4,44330.8,44330.8,363.6264181,0.285953126,5982.4,21074.2,256.2
6235,-1277,249027.6,2792165.4,44330.8,44330.8,363.6264181,0.285953126,5982.4,21074.2,256.2
