average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
324159,-130941.4,10212903.8,314567544.4,9034434.2,0,610.5442955,28.90071132,0,0,0,0,0,0,0,0,0.884707895,821391.4,50.93679903,324159,323652.9058,324665.0942,506.0942339,610.5442955,609.9880329,611.1005582,0.556262618
302870,-152230.4,10212903.8,271490393,531462.8,128.6,84.72826292,2.618206573,0.925545901,861332.8,930622.2,128.6,0,0,0,0,0.898187966,217632,44.26916978,302870,302435.3174,303304.6826,434.6826078,84.72826292,84.67079763,84.78572822,0.057465296
