threshold_1,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
0,311438.2,-143662.2,10212903.8,76343191,8611046.8,0,606.0904919,28.68175696,0,0,0,0,0,0,0,0,0.865830086,1281714.2,53.63104755,311438.2,310799.9011,312076.4989,638.2988724,606.0904919,605.4076899,606.7732939,0.682802028
100,300338.8,-154761.6,10212903.8,67370084,506542,0,84.11856527,2.602964132,0.924152032,823880.8,891499.4,0,0,0,0,0,0.879663635,720572.4,48.38278478,300338.8,299701.3174,300976.2826,637.4825584,84.11856527,84.08498114,84.1521494,0.033584129
