average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
6442.4,-1069.6,249027.6,3656383.8,72241.0,72241.0,537.2638529373131,0.0,0.0,0.0,0.0
6439.2,-1072.8,249027.6,3655509.6,72269.0,72269.0,534.8271835539931,1.0,43.4,43.4,0.0
6430.2,-1081.8,249027.6,3657096.2,72309.0,72309.0,534.8556484493009,1.0,95.2,95.2,0.0
6431.8,-1080.2,249027.6,3651036.6,72120.4,72120.4,529.970558699847,1.0,433.0,433.0,0.0
6412.4,-1099.6,249027.6,3641170.2,71814.6,71814.6,523.1194481603703,1.0,999.8,999.8,0.0
6400.8,-1111.2,249027.6,3620899.2,71487.0,71487.0,512.9095683160716,1.0,1797.4,1797.4,0.0
6396.2,-1115.8,249027.6,3589193.6,70783.0,70783.0,502.40881792376354,0.9994438638541683,2703.0,2704.8,1.8
6379.8,-1132.2,249027.6,3543006.6,70159.4,70159.4,490.5985959177755,0.9933659918272089,3750.0,3776.4,26.4
6362.6,-1149.4,249027.6,3509493.4,69490.6,69490.6,478.96958099446454,0.9875457908727764,4752.2,4815.6,63.4
6348.4,-1163.6,249027.6,3463515.4,68512.6,68512.6,465.1181163956287,0.9746998682732269,5900.8,6053.8,150.0
6332.6,-1179.4,249027.6,3391599.8,66377.2,66377.2,450.637163542692,0.9642188359372312,7266.8,7536.4,269.0
6314.8,-1197.2,249027.6,3354920.6,65096.2,65096.2,434.86071070645863,0.9522611061405568,8394.0,8818.0,421.4
6290.6,-1221.4,249027.6,3262438.0,63264.8,63264.8,415.820493427266,0.9439973766919337,10044.4,10644.2,594.8
6278.8,-1233.2,249027.6,3185547.0,61501.2,61501.2,397.3579396503514,0.9294397898254705,11398.6,12263.0,851.4
6266.6,-1245.4,249027.6,3082173.4,58329.0,58329.0,380.3472778196059,0.9235998242501904,13006.8,14087.8,1070.6
6237.4,-1274.6,249027.6,2994068.0,56384.2,56384.2,360.6023542042276,0.9196272757462438,14718.2,16010.0,1271.2
6190.8,-1321.2,249027.6,2888841.0,53577.2,53577.2,344.37780787173745,0.9045875577760201,16113.4,17816.0,1647.0
6175.8,-1336.2,249027.6,2728502.0,48582.6,48582.6,314.31871551979543,0.8881313200813568,18391.6,20704.8,2269.2
6153.0,-1359.0,249027.6,2516701.4,43664.8,43664.8,269.5892860627787,0.8748882506537953,21448.6,24526.2,2966.0
6141.0,-1371.0,249027.6,2122117.8,28887.2,28887.2,196.90114659654154,0.8244346391874133,25275.4,30659.0,5122.0
6120.6,-1391.4,249027.6,1997329.0,13004.2,13004.2,137.88813168123843,0.7093340855210721,24470.0,34497.0,9728.0
