average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys
9315.0,-19.0,1021897.4333333333,19901402.566666666,786778.4333333333,786778.4333333333,487.25907308581856,23.019259708275044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9314.933333333332,-19.066666666666666,1021897.4333333333,19900846.566666666,786761.1333333333,786761.1333333333,486.87767022941557,23.00021354961888,0.7562879773019092,10.533333333333333,13.733333333333333,3.2,0.0,0.0,0.0,0.0
9314.933333333332,-19.066666666666666,1021897.4333333333,19900837.0,786760.9,786760.9,486.87687022941566,23.000166199191536,0.7546348059118958,10.833333333333334,14.133333333333333,3.3,0.0,0.0,0.0,0.0
9315.0,-19.0,1021897.4333333333,19896772.2,786611.0666666667,786611.0666666667,486.091786420632,22.96026593834127,0.8140473405998266,66.1,81.1,15.0,0.0,0.0,0.0,0.0
9314.933333333332,-19.066666666666666,1021897.4333333333,19889419.133333333,786392.8,786392.8,484.8258530317984,22.89439354425388,0.839391113298851,194.13333333333333,233.06666666666666,38.93333333333333,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19873327.666666668,785988.7333333333,785988.7333333333,482.2627243290198,22.76110207562991,0.8123736059047484,400.9,499.8333333333333,98.93333333333334,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19842317.066666666,785182.4666666667,785182.4666666667,478.8603544415,22.584800134330475,0.7639065634547646,614.7666666666667,814.6333333333333,199.86666666666667,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19806355.9,783969.2,783969.2,476.1618462385915,22.450117759020586,0.6679052702754054,742.4333333333333,1122.3666666666666,379.93333333333334,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19753864.9,781881.8666666667,781881.8666666667,473.92784383065106,22.335573769298446,0.5772495804647246,890.9666666666667,1553.7666666666667,662.8,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19701806.7,779585.0,779585.0,472.28406436882756,22.250500053820023,0.5172784433431663,1018.7,1977.4,958.7,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19645122.966666665,776920.8333333334,776920.8333333334,470.5190915398047,22.160441666651636,0.4707174582523051,1143.6666666666667,2438.1666666666665,1294.5,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19574334.6,773626.7666666667,773626.7666666667,468.0073473978899,22.030935530475723,0.43950423000474986,1358.4666666666667,3106.2,1747.7333333333333,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19505463.8,770291.1,770291.1,465.65839012041806,21.907850613845508,0.41958011734595974,1542.0,3683.766666666667,2141.766666666667,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19430746.633333333,766549.9,766549.9,463.18633313540937,21.780568581613036,0.3983294877020593,1738.4333333333334,4369.933333333333,2631.5,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19347735.333333332,762296.8,762296.8,460.3174561774002,21.630369397093858,0.38248594246132145,1973.2333333333333,5161.9,3188.6666666666665,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19256641.966666665,757713.0333333333,757713.0333333333,457.0288378196685,21.454203799018178,0.3772388776561486,2270.3,6030.1,3759.8,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19170475.366666667,753209.3333333334,753209.3333333334,453.944017502785,21.29239475844818,0.36688000293477024,2550.766666666667,6956.2,4405.433333333333,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,19080843.0,748360.6,748360.6,450.4715839316719,21.109471280148156,0.36219566965807304,2880.5666666666666,7937.366666666667,5056.8,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,18969554.066666666,742282.9666666667,742282.9666666667,446.0012223591801,20.873955532787072,0.35745092663000977,3304.366666666667,9214.766666666666,5910.4,0.0,0.0,0.0,0.0
9314.966666666667,-19.033333333333335,1021897.4333333333,18625161.633333333,726534.8333333334,726534.8333333334,429.4416662710902,19.969092591419873,0.3685438192811834,5444.566666666667,14713.6,9230.266666666666,0.0,0.0,0.0,0.0
9242.2,-91.8,1021897.4333333333,11585771.833333334,99901.7,99901.7,84.49297282719574,2.61214098734656,0.2665087796427255,24188.266666666666,90761.56666666667,66425.7,0.0,0.0,0.0,0.0
