average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
3711.6,-49.4,223031.8,3796707.4,104138.8,104138.8,525.2717445,0.968081107,433.8,448,14.2
3711.4,-49.6,223031.8,3788507.6,103842.4,103842.4,525.0813037,0.612072648,324.2,529.2,16.6
3711.3,-49.7,223031.8,3787855.6,103795.6,103795.6,524.9864772,0.505713711,279.8,555,17.8
3711.2,-49.8,223031.8,3790328.4,103905.4,103905.4,524.9472745,0.445422055,249,561.6,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.851475,0.434389527,247,574.8,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.8482607,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
3711.2,-49.8,223031.8,3789578.2,103865.8,103865.8,524.7599002,0.433494281,246.6,575,19.4
