average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys
3716.6,-44.4,223031.8,3620550.4,99654.2,99654.2,460.8530504,0.855527946,1944.6,2275.2,330.6
3714.8,-46.2,223031.8,3617306.6,99273.6,99273.6,459.8894286,0.743998772,1768,2376.2,320
3713.4,-47.6,223031.8,3613122,99096,99096,459.873683,0.61755809,1539.4,2487.8,310.6
3712.2,-48.8,223031.8,3605485.4,98640.6,98640.6,459.8690662,0.462384433,1221.8,2633,307.6
3711.4,-49.6,223031.8,3608204.4,98897.2,98897.2,459.9895461,0.365560111,1009.2,2748.6,298.6
3710.6,-50.4,223031.8,3605823.8,98622.4,98622.4,459.9001472,0.324293145,913.8,2802.4,285.8
3711.2,-49.8,223031.8,3606417.2,98671.2,98671.2,459.2186136,0.309663369,880,2825.2,278.8
3711,-50,223031.8,3605217.4,98523.2,98523.2,458.9426594,0.296260506,846.4,2842.2,275.6
3711,-50,223031.8,3603929.2,98472.6,98472.6,458.9090536,0.287886646,827.4,2861.2,267
3710.6,-50.4,223031.8,3604435.4,98483,98483,457.9379038,0.273867677,787.8,2873.2,267.6
3711,-50,223031.8,3603432.8,98288.6,98288.6,457.643393,0.268576905,776.8,2888.2,265.2
3710.8,-50.2,223031.8,3602970.4,98290.4,98290.4,457.6364574,0.265602911,767,2886,262.4
3711,-50,223031.8,3602891.6,98341.2,98341.2,457.6436752,0.265411329,766.4,2886.2,259.4
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
3711,-50,223031.8,3602243.8,98372.6,98372.6,457.2109798,0.26583327,770.8,2895,257.8
