average_reward,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys
5947.6,-3189.4,223031.8,2233159.8,12715.4,12715.4,481.6880332550651,0.9711831254933052,6658.2,6859.6
5904.2,-3232.8,223031.8,2237438.8,12801.8,12801.8,481.45180060487155,0.8582145767490733,6074.0,7075.8
5841.2,-3295.8,223031.8,2231342.0,12500.4,12500.4,481.5759028380928,0.7018591885251965,5274.2,7499.4
5816.0,-3321.0,223031.8,2231525.4,12367.8,12367.8,481.7205009128049,0.5969272113668256,4619.2,7701.2
5807.4,-3329.6,223031.8,2233461.0,12311.0,12311.0,481.8612169840711,0.5237434694782852,4170.6,7920.8
5790.2,-3346.8,223031.8,2230195.0,12209.6,12209.6,484.0299384841857,0.4875464128392428,3945.2,8050.0
5795.4,-3341.6,223031.8,2229228.0,12091.6,12091.6,481.59001060217923,0.465077389110634,3806.0,8163.6
5780.0,-3357.0,223031.8,2233061.2,12205.8,12205.8,483.7960175039296,0.4480284191681235,3664.4,8160.4
5782.0,-3355.0,223031.8,2235943.4,12294.0,12294.0,483.5744761782237,0.4361371154219514,3578.2,8188.6
5776.2,-3360.8,223031.8,2228743.2,12196.4,12196.4,483.903433490279,0.43114770221636506,3570.2,8266.4
5782.8,-3354.2,223031.8,2233925.0,12138.2,12138.2,483.7897086994897,0.42760071509625186,3529.6,8236.8
5780.8,-3356.2,223031.8,2233007.8,12172.6,12172.6,484.42760466690015,0.4280845487865502,3532.0,8235.4
5786.2,-3350.8,223031.8,2223474.0,11936.6,11936.6,483.19747632520443,0.428219552212192,3553.6,8288.0
5784.0,-3353.0,223031.8,2223804.6,11926.8,11926.8,483.0345990036806,0.4283585555015958,3563.0,8307.0
5789.2,-3347.8,223031.8,2224952.0,11970.6,11970.6,482.90811088558405,0.4279355649388645,3556.6,8300.2
5785.8,-3351.2,223031.8,2224807.0,11930.2,11930.2,482.99144326151696,0.42684479000033954,3554.6,8318.2
5788.0,-3349.0,223031.8,2223081.8,11855.2,11855.2,482.9348808795544,0.4270195622210108,3554.0,8313.4
5788.0,-3349.0,223031.8,2223081.8,11855.2,11855.2,482.9348808795544,0.4270195622210108,3554.0,8313.4
5788.0,-3349.0,223031.8,2223081.8,11855.2,11855.2,482.9348808795544,0.4270195622210108,3554.0,8313.4
5788.0,-3349.0,223031.8,2223081.8,11855.2,11855.2,482.9348808795544,0.4270195622210108,3554.0,8313.4
5788.0,-3349.0,223031.8,2223081.8,11855.2,11855.2,482.9348808795544,0.4270195622210108,3554.0,8313.4
