average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
483647.3333,-1406523,12330735.33,555508608.3,793479,84607.66667,86.33896919,2.65847423,0.460966631,843021.6667,1828814,19894.33333,965847,446337,434104.6667,12226.66667,0.507762732,0,0.087078761,483647.3333,480337.76,486956.9067,3309.573348,86.33896919,85.87897857,86.79895982,0.459990627
