average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
291759.6,-163340.8,10212903.8,526108880.8,330427.6,89419.6,61.23087606,2.030771902,0.450653513,421603.8,935538.6,23359,490485.8,232175.4,220583.4,11584.2,0.868007493,0,0.168626211,291759.6,290301.381,293217.819,1458.218981,61.23087606,60.87928074,61.58247139,0.351595325
