source,target,delays
0,1,28.68051948051948
0,2,29.27131465026202
0,3,79.22337662337661
0,4,102.08000000000001
0,5,79.2
0,6,77.95286195286194
0,7,46.56
0,8,91.81632653061224
0,9,115.49557027695747
0,10,132.12347515887032
0,11,130.24420024420024
0,12,136.2990271377368
0,13,128.56668759811618
1,2,24.0
1,3,37.974591651542646
1,4,73.90559395801331
1,5,73.63174540219754
1,6,109.88885636221703
1,7,90.53229032176401
1,8,133.70135449670346
1,9,121.25733146118637
1,10,97.9713475177305
1,11,125.28156755525177
1,12,132.59638752052547
1,13,126.9765368766294
2,3,80.56610343061956
2,4,91.12639517345399
2,5,49.580396639992045
2,6,114.95885242035538
2,7,85.67269040949712
2,8,130.2507399577167
2,9,100.44600978106106
2,10,136.81364986149123
2,11,134.82868081216174
2,12,121.10540532913414
2,13,144.8351810790835
3,4,27.474626865671645
3,5,81.73397129186603
3,6,76.27540238420377
3,7,106.74509803921566
3,8,116.73329564725834
3,9,120.25519475191015
3,10,65.33029234916027
3,11,92.12637362637363
3,12,115.11572565365668
3,13,96.91609977324264
4,5,46.13326356183499
4,6,30.108927216783066
4,7,74.78024980483997
4,8,108.94871051228722
4,9,82.3026455026455
4,10,113.02507337526205
4,11,118.48451380552221
4,12,104.72125768967877
4,13,120.60667715859003
5,6,87.91599839935974
5,7,110.1988932806324
5,8,73.18114251145104
5,9,32.06335128286348
5,10,112.74096295121822
5,11,80.80004764882814
5,12,56.80253891433565
5,13,82.87661744265517
6,7,28.71759975255181
6,8,85.35608189482136
6,9,115.3327351333714
6,10,133.41171717171716
6,11,120.78674948240166
6,12,137.38496986916323
6,13,130.03368561263298
7,8,43.38009886094993
7,9,86.79424385138671
7,10,131.36171724407018
7,11,101.7550135501355
7,12,124.39019250253291
7,13,111.28980759015283
8,9,29.265293327362293
8,10,63.80995592429349
8,11,28.128183754746694
8,12,60.520430107526884
8,13,23.885057471264368
9,10,107.75641025641025
9,11,72.46223458960183
9,12,86.45065364398455
9,13,75.69670995670995
10,11,25.29325007433839
10,12,62.0060251639199
10,13,29.610405323653964
11,12,21.05792349726776
11,13,60.0
12,13,21.857142857142854
