source,target,delays
0,1,30.87926887926888
0,2,29.166233766233766
0,3,53.68051948051949
0,4,68.8
0,5,47.67999999999999
0,6,51.68484848484849
0,7,46.95510204081633
0,8,71.79591836734694
0,9,78.65560474059157
0,10,93.09564484758312
0,11,100.61047856016125
0,12,97.61958568738228
0,13,96.25020408163265
1,2,24.142857142857146
1,3,39.39045890588541
1,4,47.25070404505889
1,5,43.68909899888766
1,6,69.12926099401508
1,7,57.735849056603776
1,8,88.52542372881356
1,9,79.10504210638526
1,10,80.84752427139105
1,11,93.43398901293638
1,12,101.06907721280602
1,13,98.27818558253341
2,3,49.16315702987986
2,4,59.66184178019034
2,5,46.97444624781833
2,6,69.63012075643655
2,7,55.26806201550387
2,8,88.5828094386234
2,9,78.9551966259042
2,10,101.95324283559577
2,11,105.37142857142858
2,12,107.93134488611693
2,13,105.24219324219325
3,4,34.77267557259336
3,5,47.76564481529725
3,6,39.96657042207458
3,7,71.58934240362812
3,8,79.87234164372259
3,9,79.65234097825073
3,10,50.6855852424226
3,11,58.28936646999225
3,12,82.94245655822012
3,13,73.29036349835876
4,5,37.00321864594895
4,6,30.143504898677314
4,7,41.79585326953748
4,8,70.80304605563155
4,9,52.216325244909875
4,10,79.28516709563667
4,11,78.00393131382955
4,12,78.87468486425009
4,13,79.95109462981254
5,6,51.75657183746222
5,7,69.99906951040053
5,8,48.487543516509035
5,9,36.63842533162174
5,10,69.5039479039479
5,11,50.22165216963979
5,12,52.499388912973814
5,13,55.20334567393392
6,7,31.21917482817033
6,8,55.193198686518826
6,9,68.52440779367774
6,10,87.47921742340347
6,11,91.83491018785136
6,12,97.9369062185605
6,13,87.99223764741005
7,8,48.49632538004631
7,9,52.264827633887286
7,10,85.52948843271425
7,11,70.96319586845902
7,12,84.8847466259231
7,13,75.25449390810468
8,9,38.483392193209916
8,10,47.11492997788927
8,11,51.734760630389545
8,12,41.69570875658254
8,13,30.980110869064696
9,10,69.62279798876071
9,11,52.062768411605624
9,12,52.95077834499275
9,13,53.56620214971074
10,11,36.249624060150374
10,12,39.594186151485054
10,13,26.493425482899163
11,12,28.399843577948605
11,13,45.25804503619629
12,13,22.035697713546927
