source,target,delays
0,1,21.617977528089888
0,2,21.69088516661332
0,3,70.31952009343313
0,4,100.84988797610156
0,5,72.33308913308913
0,6,73.34286023913594
0,7,43.19933425797503
0,8,85.56737371473798
0,9,108.1982567176678
0,10,117.67656226738227
0,11,119.78077745339881
0,12,121.18916571676706
0,13,124.64182096560171
1,2,22.28062629692511
1,3,57.126029106029115
1,4,83.8099312044749
1,5,77.40178547597765
1,6,117.07098231059028
1,7,99.23347459993423
1,8,131.90193485056784
1,9,123.51688326652217
1,10,117.46279602750192
1,11,131.2085986001479
1,12,133.26562283845814
1,13,134.77423827768658
2,3,98.73404936875826
2,4,94.19865008394147
2,5,72.81502038578819
2,6,119.15424622658665
2,7,101.71690994946809
2,8,125.91531531531533
2,9,107.82361131587137
2,10,143.15538126361656
2,11,142.931007800573
2,12,139.73968253968255
2,13,147.1746031746032
3,4,44.25975171611543
3,5,95.14103896103896
3,6,92.71825674157877
3,7,119.09945828819068
3,8,108.7695665029604
3,9,124.57914602237933
3,10,56.49119806220532
3,11,93.76172292343216
3,12,116.94929462694168
3,13,84.64415834773675
4,5,54.88531505331671
4,6,28.803038936372275
4,7,71.28664418487203
4,8,105.84868005667329
4,9,95.28166181361607
4,10,128.20980106253714
4,11,118.72150407731803
4,12,115.5260971586553
4,13,118.36992517134074
5,6,102.97874341874342
5,7,109.15666163901457
5,8,71.65559488423368
5,9,32.715811687044564
5,10,109.79843664366743
5,11,75.88812442180645
5,12,54.62752284128014
5,13,76.10817221936995
6,7,23.49769228308041
6,8,80.14701334196425
6,9,112.94429569528961
6,10,141.75303563538858
6,11,122.20698412698411
6,12,142.3030303030303
6,13,106.19565217391305
7,8,28.456527176527175
7,9,82.98810916179337
7,10,109.88023235345891
7,11,90.40835164835165
7,12,104.66753812636166
7,13,76.9017543859649
8,9,29.658138318095798
8,10,62.723710975147355
8,11,45.29773839108593
8,12,60.80045471020462
8,13,22.23095077727885
9,10,107.37565071424862
9,11,87.58929682663204
9,12,82.34967363861145
9,13,67.00359856057577
10,11,40.638513279245544
10,12,60.526315789473685
10,13,25.12616636428611
11,12,21.302325581395348
11,13,60.0
12,13,21.25905006418485
