threshold_n,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
0,91298.6,-38.8,10212903.8,542586518.4,123702,773954.8,74.11702152,2.352855538,0.229815711,215000.6,935538.6,719478.4,0,0,0,0,0.999140072,0,0.173592595,91298.6,90931.41411,91665.78589,367.1858886,74.11702152,73.73909551,74.49494753,0.377926009
20,91294.8,-42.6,10212903.8,540727469,129161.2,551942.8,72.64013341,2.315933335,0.201799745,188790.2,935538.6,353579.6,392304.6,175569,31655.8,143886.8,0.999139734,0,0.173077803,91294.8,90932.18798,91657.41202,362.6120217,72.64013341,71.27365193,74.00661488,1.366481476
40,91292.2,-45.2,10212903.8,538513387.2,111847.4,484905,69.07511729,2.226807932,0.155269106,145258.2,935538.6,240508.4,549148.4,247843,57876.4,189920.2,0.999140204,0,0.172402632,91292.2,90925.3073,91659.0927,366.8926973,69.07511729,67.42745292,70.72278165,1.647664368
60,91290,-47.4,10212903.8,536332288.2,102839.2,443072.4,65.12196769,2.127979192,0.132061339,123547.6,935538.6,168483.8,642941.8,290738.6,70580.6,220112.2,0.999139402,0,0.171729907,91290,90924.1861,91655.8139,365.8138962,65.12196769,63.6804759,66.56345948,1.44149179
80,91289.2,-48.2,10212903.8,535312246.2,102148.2,427876.6,64.96942405,2.124165601,0.128098853,119840.8,935538.6,141379.8,673754.4,305663.4,73596.6,232020.4,0.99914011,0,0.171413918,91289.2,90923.56063,91654.83937,365.6393735,64.96942405,63.74633443,66.19251368,1.223089626
85,91289.2,-47.8,10212903.8,535194856,102254.8,426515.4,64.96645817,2.124091454,0.128018079,119765.2,935538.6,138850.2,676359,307014.2,73779.2,233188.8,0.999140019,0,0.171377431,91289.2,90924.02894,91655.17106,365.5710593,64.96645817,63.71396489,66.21895144,1.252493273
90,91289.2,-48.2,10212903.8,535136417.2,102368.8,425776.6,64.93130591,2.123212648,0.128070026,119813.8,935538.6,137467.4,677692,307723.4,73844.2,233832.8,0.999140009,0,0.171359286,91289.2,90923.56063,91654.83937,365.6393735,64.93130591,63.68385976,66.17875206,1.247446149
95,91288.8,-48.6,10212903.8,535127018.4,102459,425411.6,64.86405907,2.121531477,0.12811854,119859.2,935538.6,136793,678322.2,308077,73888.6,234142.2,0.999140357,0,0.171356445,91288.8,90922.90562,91654.69438,365.8943847,64.86405907,63.55603305,66.17208509,1.308026019
100,91288.2,-48.2,10212903.8,535122447.8,102468,425373.8,64.82252757,2.120493189,0.128115551,119856.4,935538.6,136714.6,678402.2,308130,73900.8,234182.8,0.999140401,0,0.17135502,91288.2,90924.03002,91654.36998,365.1699832,64.82252757,63.49721608,66.14783907,1.325311495
