threshold_1,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
0,91317,-20.4,10212903.8,1012103238,2022323.4,7997180.8,490.4659806,23.14801815,0,0,0,0,0,0,0,0,0.999139015,0,0.318967908,91317,90945.41351,91688.58649,371.586493,490.4659806,489.5782273,491.3537339,0.887753287
20,91317,-20.4,10212903.8,1006273481,1984270.8,7959960.6,482.2977363,22.73168309,0.499490564,5438.4,10973.4,5535,0,0,0,0,0.999139015,0,0.317146355,91317,90945.41351,91688.58649,371.586493,482.2977363,480.5410827,484.0543899,1.756653593
40,91317,-20.4,10212903.8,984239455.2,1912732.6,7782881.2,467.4236565,21.9471358,0.39239909,18240.8,46674.6,28433.8,0,0,0,0,0.999139015,0,0.310273102,91317,90945.41351,91688.58649,371.586493,467.4236565,464.305734,470.5415789,3.117922472
60,91317,-20.4,10212903.8,950635715.6,1807367.6,7472573.6,445.2294443,20.79627703,0.350847134,35390.2,100632,65241.8,0,0,0,0,0.999139015,0,0.299803469,91317,90945.41351,91688.58649,371.586493,445.2294443,438.7857368,451.6731517,6.443707444
80,91317,-20.4,10212903.8,908984380.6,1669168.2,7051695.6,415.9410786,19.27608814,0.32739752,57737.4,176614.6,118814,0,0,0,0,0.999139015,0,0.286837916,91317,90945.41351,91688.58649,371.586493,415.9410786,408.6855713,423.196586,7.255507357
85,91317,-20.4,10212903.8,900331181.6,1640734.8,6950457.6,409.8104832,18.96135739,0.32675531,61655.2,189539,127820.6,0,0,0,0,0.999139015,0,0.28414862,91317,90945.41351,91688.58649,371.586493,409.8104832,400.2341128,419.3868536,9.5763704
90,91317,-20.4,10212903.8,886610050.2,1577115.6,6817261.2,396.8884697,18.26197548,0.338665349,74281.2,219128.8,144784.4,0,0,0,0,0.999139015,0,0.279875685,91317,90945.41351,91688.58649,371.586493,396.8884697,387.7777765,405.9991628,9.110693111
95,91317,-20.4,10212903.8,874492591.6,1510586.2,6699590.6,383.0842253,17.53119289,0.350323989,85222.4,240841.6,155550.6,0,0,0,0,0.999139015,0,0.276102167,91317,90945.41351,91688.58649,371.586493,383.0842253,364.554559,401.6138916,18.5296663
100,91298.6,-38.8,10212903.8,542586518.4,123702,773954.8,74.11702152,2.352855538,0.229815711,215000.6,935538.6,719478.4,0,0,0,0,0.999140072,0,0.173592595,91298.6,90931.41411,91665.78589,367.1858886,74.11702152,73.73909551,74.49494753,0.377926009
