average_provision,average_provision_min,average_provision_max,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_delay_min,average_delay_max,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage
293741.6667,293682.92,293800.42,-161152.3333,10212384,532834857,132871.6667,132871.6667,86.24708559,83.66,88.834,2.65617714,0.916322018,857262.3333,935547,78020.66667,0,0,0,0,0.855817604,0,0.586851186
287042.6667,286985.26,287100.08,-167851.3333,10212384,530268382.7,99014,99014,72.58909166,70.411,74.767,2.314727292,0.591973299,553810.3333,935547,35669.66667,345934,162396.3333,153897,8493.333333,0.88901645,0,0.587353165
282620.6667,282564.14,282677.19,-172273.3333,10212384,528844853,92460,92460,65.77276432,63.773,67.773,2.144319108,0.491410654,459735,935547,26834.33333,448907.6667,210849.6667,200070,10774.66667,0.888897708,0,0.596151698
280805,280748.84,280861.16,-174089,10212384,528439203,90883.66667,90883.66667,63.83053609,61.831,65.831,2.095763402,0.461671073,431914.6667,935547,24388.33333,479165.6667,225512.6667,213863.3333,11644.33333,0.887191216,0,0.587161568
280772.6667,280716.51,280828.82,-174121.3333,10212384,528261693.3,90072.33333,90072.33333,63.31765375,61.318,65.318,2.082941344,0.454130974,424861.3333,935547,23223,487376.3333,229688.3333,217684.3333,11998.33333,0.887854316,0,0.58618916
280764.6667,280708.51,280820.82,-174129.3333,10212384,528243057.7,90059.66667,90059.66667,63.25729929,61.257,65.257,2.081432482,0.453229352,424018,935547,23114,488329.3333,230189.3333,218089.3333,12094.66667,0.888169474,0,0.583116568
280718.3333,280662.19,280774.48,-174175.6667,10212384,528246567.3,89977.66667,89977.66667,63.2137115,61.214,65.214,2.080342787,0.452721976,423543.3333,935547,22928,488990,230529,218325,12198.66667,0.888099073,0,0.58367878
280667.3333,280611.2,280723.47,-174226.6667,10212384,528247538.7,89962,89962,63.20264311,61.203,65.203,2.080066078,0.452520316,423354.6667,935547,22933.33333,489175.6667,230622.3333,218439.6667,12177.66667,0.888046732,0,0.58332318
280303,280246.94,280359.06,-174591,10212384,528245033.7,89962.66667,89962.66667,63.18634807,62.186,64.186,2.079658702,0.452487098,423323.6667,935547,22890,489247.6667,230667.3333,218440.3333,12221.66667,0.888100893,0,0.58328558
