average_provision,average_provision_min,average_provision_max,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_delay_min,average_delay_max,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage
272963.3333,272908.74,273017.93,-257.6666667,10212384,910138462.3,3007018.333,3007018.333,547.469598,531.046,563.894,25.97145389,0,0,0,0,0,0,0,0,0.999744011,0,0.571220615
272896,272841.42,272950.58,-325,10212384,903396783,2979078,2979078,543.3031655,527.004,559.602,25.75402389,0.971929163,13087.66667,13470,382.3333333,0,0,0,0,0.999747307,0,0.577210564
272824.3333,272769.77,272878.9,-396.6666667,10212384,884649784.3,2870801.333,2870801.333,532.2122449,516.246,548.179,25.17054136,0.925259705,47942.66667,51826,3883.333333,0,0,0,0,0.999749052,0,0.57841032
272291.6667,272237.21,272346.13,-929.3333333,10212384,841367128.7,2614382.333,2614382.333,512.9471602,497.559,528.336,24.14818742,0.873332589,107804.3333,123623.6667,15818,0,0,0,0,0.999747149,0,0.57164132
270625.6667,270571.54,270679.79,-2595.333333,10212384,765269913.7,1994918.333,1994918.333,479.8570082,465.461,494.253,22.34399187,0.873123115,227885.3333,261014.3333,33127.33333,0,0,0,0,0.999591485,0,0.570156022
268509.6667,268455.96,268563.37,-4711.333333,10212384,718027788.3,1676196.667,1676196.667,456.9528573,443.244,470.661,21.07030615,0.888640543,298450,335884,37386,0,0,0,0,0.999093645,0,0.565614891
266042,265988.79,266095.21,-7179,10212384,664629939.3,1431597.667,1431597.667,411.3045472,398.965,423.644,18.69403823,0.893127546,393878,441353.3333,47436.33333,0,0,0,0,0.997995057,0,0.562196851
262927.6667,262875.08,262980.25,-10293.33333,10212384,574407945.7,1205677.667,1205677.667,290.6050035,281.887,299.323,12.55228681,0.904836552,565418,624883.6667,59279.33333,0,0,0,0,0.996623842,0,0.56816561
257035.6667,256984.26,257087.07,-16185.33333,10212384,541222970.7,334423.6667,334423.6667,77.5287503,75.203,77.855,2.438185424,0.700328074,655189.3333,935547,279572.6667,0,0,0,0,0.994572331,0,0.56851665
