average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
319575.6667,-58482.66667,12330735.33,302663360.3,481701.3333,73170.33333,75.81292975,2.395306577,0.16799779,305822.3333,1820396.667,49,1397679.333,596009.3333,522454.6667,73121.33333,0.979387692,260126.6667,24.13909052,319575.6667,318761.1334,320390.2,814.5333134,75.81292975,75.35472225,76.27113726,0.458207506
