threshold_1,average_provision,average_session_blocking,average_total_generation_keys,average_remaining_keys,average_used_keys,average_expired_keys,average_delay,average_hops,average_proactive_keys,average_proactive_used_keys,average_proactive_gen_keys,average_proactive_expired_keys,average_proactive_used_keys_for_n_hop,average_n_hop_proactive_gen_keys,average_n_hop_proactive_used_keys,average_n_hop_proactive_expired_keys,average_fairness,average_overflow_keys,average_key_pool_usage,provision_mean,provision_ci_min,provision_ci_max,provision_ci_half,delay_mean,delay_ci_min,delay_ci_max,delay_ci_half
0,322388.3333,-55670,12330735.33,109717961.3,7704751,0,542.9736373,24.21171243,0,0,0,0,0,0,0,0,0.958858945,4281687,36.12447679,322388.3333,321845.3597,322931.307,370.4725865,542.9736373,541.9573232,543.9899513,1.016314053
100,319968,-58090.33333,12330735.33,81833381.33,969833.6667,0,134.1721414,3.85428687,0.745834111,1309801.667,1756157.333,0,0,0,0,0,0.972801509,1075416.333,28.69091595,319968,319833.8279,320102.1721,771.7956419,134.1721414,133.8708304,134.4734524,0.301311001
